Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Eva,""".........Kyrie‐san. I wonder if you would mind not bullying Nii‐san so much...?""","""......Enough, Kyrie-san. I think you've bullied Nii-san enough."" ","kill him without an autopsy",「………霧江さん。兄さんをいじめるのは、それくらいにして下さらないかしら…？」,[=JP],""".........Кирие‐сан, не слишком ли ты обижаешь нии‐сана, а?..""",""".........Kyrie‐san, eu me pergunto se você se importaria em não judiar tanto do {nobr:Nii‐san}...?""",「………雾江妹妹。可否请就此打住，别再欺负哥哥了呀…？」,「………霧江妹妹。可否請就此打住，別再欺負哥哥了呀…？」,"""... Kyrie-san. Mi chiedo se tu non stia maltrattando Nii-san un po' troppo...?""","""... Kyrie-san. ¿Me pregunto si te importaría no intimidar tanto a Nii-san?...""",""".........ﺭﻭﻳﺪﻙِ ﻳﺎ ﻛﻴﺮﻳﻲ-ﺳﺎﻥ، ﺃﻇﻨّﻚِ ﺗﻨﻤﺮﺕ ﻋﻠﻰ ﺃﺧﻲ ﺍﻷﻛﺒﺮ ﺑﻤﺎ ﻳﻜﻔﻲ...."""
,Eva rebuked Kyrie in an sickeningly kind voice.,Eva rebuked Kyrie in an sickeningly kind voice. ," would be for him to disappear.""",絵羽が、気色悪いくらいにやさしい声で霧江をたしなめる。,[=JP],Ева упрекнула Кирие тошнотворно мягким голосом.,Eva verberou Kyrie com um tom de voz doentio.,绘羽以令人犯恶心的柔声细语劝诫雾江。,繪羽以令人犯噁心的柔聲細語勸誡霧江。,Eva rimproverò Kyrie con una voce disgustosamente gentile.,Eva reprendió a Kyrie con una voz enfermantemente amable.,ﻭﺑّﺨﺖ ﺇﻳﻔﺎ ﻛﻴﺮﻳﻲ ﺑﻨﺒﺮﺓ ﻟﻄﻴﻔﺔ ﺗﺸﻤﺌِﺰ ﻟﻬﺎ ﺍﻷﻧﻔﺲ.
,"...Considering the situation, that was impossible.{n}Which is why it was so sickening...","...Considering the situation, that was impossible. ...Which is why it was sickening... ",""".........Kyrie-san.  I wonder if you would mind not bullying Nii-san so much...?""Eva rebuked Kyrie in an sickeningly kind voice.",…それは状況的に考えてありえないこと。だからこそ、あまりに気色悪かった…。,…それは状況的に考えてありえないこと。{n}だからこそ、あまりに気色悪かった…。,"...Учитывая ситуацию, мягкости было неоткуда взяться.{n}...Именно поэтому голос был тошнотворен...","...Considerando a situação, isso é impossível.{n}É por isso que foi tão repugnante...",…这状况下没可能说得出这种话来。{n}所以，才格外地令人犯恶心…。,…這狀況下沒可能說得出這種話來。{n}所以，才格外地令人犯噁心…。,"... Considerando la situazione, era impossibile. ... Per questo era disgustoso...","... Considerando la situación, era imposible.{n}... Por eso era repugnante...",...ﻧﻈﺮًﺍ ﻟﻠﺠﻮ ﺍﻟﻤﺤﺘﺪﻡ ﺍﻟﺤﺎﻟﻲ، ﻛﺎﻥ ﺫﻟﻚ ﻣﺴﺘﻐﺮﺑًﺎ.{n}ﻭﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﻛﺎﻧﺖ ﻣﺸﻤﺌﺰﺓ...
Ushiromiya Eva,"""Nii‐san must have all kinds of situations of his own to deal with, as well as his pride. Even though it may be an obvious duty to Nii‐san, if we put it down on paper and even assign penalties, ...that's bound to be unpleasant for him. Don't you agree, Rosa......?""","""I'm sure Nii-san has his own difficulties to worry about, as well as his pride. True, Nii-san might consider that one of his natural duties, but if you force him to put it on paper and assign penalties, ...I could hardly blame him for getting upset. Don't you agree, Rosa...?"" ","...Considering the situation, that was impossible....Which is why it was sickening...""Nii-san has to deal with the various conditions he is in, as well as his pride.  Even though it may be an obvious duty to Nii-san, if you put it down on paper and assign penalties, ",「兄さんにも色々と都合やプライドもあるはず。兄さんにとって当然の義務であっても、それを文書化して、その上、ペナルティまで課せられたんじゃ、…そりゃ不愉快なはずよ。ねぇ、楼座……？」,[=JP],"""Нии‐сану приходится вертеться в силу разных условий, в которых он находится, да и тут ещё затронута его гордость. И хотя это может оказаться его очевидным долгом, но стоит изложить всё на бумаге и назначить штрафные санкции... как у него могут начаться неприятности. Не так ли, Роза?..""","""O nii‐san deve ter de lidar com todos os tipos de situações por conta, bem como com seu orgulho. Mesmo que seja um dever óbvio para o Nii‐san, se nós colocarmos isso no papel e até mesmo assinarmos as penalidades, ...isto estaria além do desagradável para ele. Você não concorda, Rosa......?""",「哥应该也是有着种种难处与自尊的。虽然对哥来说，这是当然的义务，但将此化为白纸黑字，甚至还要受惩罚约束的话，…那是会感到不愉快的哟？是吧，楼座……？」,「哥應該也是有著種種難處與自尊的。雖然對哥來說，這是當然的義務，但將此化為白紙黑字，甚至還要受懲罰約束的話，…那是會感到不愉快的喲？是吧，樓座……？」,"""Nii-san deve vedersela con le varie condizioni in cui è posto, ma anche al suo onore. Nonostante possa essere un dovere ovvio per Nii-san, se si trascrive su carta e si assegnano delle penalità... potrebbe essere spiacevole per lui. {n}Giusto, Rosa...?""","""Nii-san tiene que lidiar con las diversas condiciones en las que se encuentra, y con su orgullo. A pesar de que puede ser un derecho obvio para Nii-san, si lo pones en un papel y asignas castigos... podría ser desagradable para él. ¿Cierto, Rosa?...""","""ﻳﺘﺤﺘﻢ ﻋﻠﻰ ﺃﺧﻲ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻊ ﻣﺨﺘﻠﻒ ﺍﻟﻈﺮﻭﻑ ﺍﻟﺘﻲ ﻳﻤﺮ ﺑﻬﺎ ﻭﺍﺿﻌًﺎ ﻓﻲ ﺍﻻﻋﺘﺒﺎﺭ ﻛﺮﺍﻣﺘﻪ. ﻟﺬﻟﻚ ﺣﺘﻰ ﻟﻮ ﻛﺎﻥ ﻫﺬﺍ ﻭﺍﺟﺒﻪ ﺍﻟﻄﺒﻴﻌﻲ، ﻓﻼ ﺑﺪّ ﺃﻥ ﻳﻜﻮﻥ ﺃﻣﺮًﺍ ﻣﻬﻴﻨًﺎ ﻟﻪ ...ﺇﺫﺍ ﻣﺎ ﻭﺛﻘﻨﺎﻩ ﻋﻠﻰ ﻭﺭﻕ ﻣﻊ ﺗﺨﺼﻴﺺ ﺑﻌﺾ ﺍﻟﻌﻘﻮﺑﺎﺕ. ﺃﻻ ﺗﺘﻔﻘﻴﻦ ﻣﻌﻲ ﻳﺎ ﺭﻭﺯﺍ......?"""
Ushiromiya Rosa,"""......Yes, that's right. .........We might have made light of Krauss nii‐san's pride as the eldest son too much. ......It might be a bit cruel to make him sign a memorandum regarding the duties of the caregiver as Kyrie‐san suggests.""","""...Yes, that's right. ......She might have made light of Krauss nii-san's pride as the eldest son a little too much. ...I'd feel bad for him if we were to force him to sign a statement regarding the duties of the caretaker as Kyrie-san has laid them out."" ","...that might be unpleasant for him.  Right, Rosa......?""""......Yes, that's right.",「……えぇ、そうね。………蔵臼兄さんの長男としてのプライドを軽んじ過ぎたかもしれないわ。……霧江さんの言うような、世話人の責務についての覚書にサインというのは、さすがに気の毒かもしれない。」,「……えぇ、そうね。………蔵臼兄さんの長男としてのプライドを軽んじ過ぎたかもしれないわ。……霧江さんの言うような、世話人の責務についての覚書にサインというのは、さすがに気の毒かもしれない」,"""......Да, так. .........Пожалуй, мы придали слишком мало значения гордости Краусса нии‐сана, как старшего сына. ......Он оказался бы жалок, подпиши он протокол об обязанностях опекуна в таком виде, как их изложила Кирие.""","""......Sim, isso mesmo. .........Nós podemos ter menosprezado demais o orgulho do Krauss nii‐san como irmão mais velho. ......Seria um pouco cruel fazer ele assinar um memorando a respeito dos deveres de cuidador que a Kyrie‐san sugeriu.",「……嗯，是呢。………我们也许太轻视藏臼哥身为长子的自尊了呢。……叫藏臼哥在雾江姐姐所说的，关于照顾者的职责的文书上签字，就实在太说不过去了。」,「……嗯，是呢。………我們也許太輕視藏臼哥身為長子的自尊了呢。……叫藏臼哥在霧江姐姐所說的，關於照顧者的職責的文書上簽字，就實在太說不過去了。」,"""... Sì, esatto. ... Lei potrebbe aver preso un po' troppo alla leggera l'orgoglio di Krauss Nii-san come figlio primogenito. ... Potrebbe essere umiliante fargli firmare un protocollo riguardante i doveri del tutore come li ha affermati Kyrie-san.""","""... Sí, es cierto... Podría haber menospreciado demasiado el orgullo de Krauss nii-san como hijo mayor... Realmente podría ser lamentable hacer que firme un protocolo sobre los derechos del cuidador como Kyrie-san les ha dicho.""","""......ﺑﻠﻰ، ﺃﺗﻔﻖ. .........ﺭﺑﻤﺎ ﻗﺪ ﺑﺎﻟﻐﻨﺎ ﻓﻲ ﺍﻹﺳﺎﺀﺓ ﻷﺧﻴﻨﺎ ﻛﺮﺍﻭﺱ ﺑﺎﻋﺘﺒﺎﺭﻩ ﺍﻻﺑﻦ ﺍﻷﻛﺒﺮ. ......ﺃﺭﻯ ﺑﺄﻧّﻪ ﺃﻣﺮٌ ﻣﻬﻴﻦٌ ﺑﺤﻘﻪ ﺇﺫﺍ ﻣﺎ ﺃﺟﺒﺮﻧﺎﻩ ﻋﻠﻰ ﺍﻟﺘﻮﻗﻴﻊ ﻋﻠﻰ ﻭﺛﻴﻘﺔ ﺗﺨﺺ ﺣﻘﻮﻕ ﺍﻟﻤﺴﺆﻭﻝ ﻋﻦ ﺍﻟﺮﻋﺎﻳﺔ ﺣﺴﺒﻤﺎ ﺃﻭﺿﺤﺘﻬﺎ ﻛﻴﺮﻳﻲ-ﺳﺎﻥ."""
Ushiromiya Rudolf,"""Yeah, I agree. You're doing a good job, Aniki. Taking that into account, all that stuff about signing strange papers and worst‐case penalties, it might be possible for us to consider skipping all that and just leaving everything to you.""","""That's right. You're doing a good job, Aniki. Taking that into account, we might consider avoiding all that about signing strange papers and worst-case penalties... and leave everything to you."" ","  .........She might have made light of Krauss nii-san's pride as the eldest son too much.  ......It may really be pitiful to make him sign a protocol regarding the duties of the caretaker as Kyrie-san has stated them.""""That's right.  You're doing a good job, Aniki.",「そうだな。兄貴はよくやってくれてる。そこを汲み取り、おかしな書類にサインとか、万一の時はペナルティとか、そういう話を抜きにして兄貴に全部一任することを、考えてもいいかもしれねぇな。」,「そうだな。兄貴はよくやってくれてる。そこを汲み取り、おかしな書類にサインとか、万一の時はペナルティとか、そういう話を抜きにして兄貴に全部一任することを、考えてもいいかもしれねぇな」,"""Точно. Ты ведь замечательно справляешься со своей работой, Аники. Приняв это во внимание, мы могли бы даже подумать о том, как избежать подписания странных бумаг и тяжелейших штрафов, предоставив всё тебе, Аники.""","""Sim, eu concordo. Você está fazendo um ótimo trabalho, aniki. Levando isso em conta, todas essas coisas sobre assinar papéis suspeitos e penalidade no pior dos casos, podem até ser possíveis para nós considerar pular tudo isso e deixar tudo nas suas mãos.""",「是啊。大哥干得很好啊。考虑到这些，也许我们该去想想，把诸如在莫名其妙的文书上签字啊，有个万一时的惩罚啊之类的事统统抛开，将一切交给大哥全权处理，会比较好呢。」,「是啊。大哥幹得很好啊。考慮到這些，也許我們該去想想，把諸如在莫名其妙的文書上簽字啊，有個萬一時的懲罰啊之類的事統統拋開，將一切交給大哥全權處理，會比較好呢。」,"""Esatto. Tu hai fatto un ottimo lavoro, Aniki. Tendendolo in considerazione, potremmo considerare di evitare tutte quelle inutili scartoffie da firmare e le penalità nel peggiore dei casi, e lasciare tutto a te, Aniki.""","""Es cierto. Estás haciendo un buen trabajo, Aniki. Teniéndolo en cuenta, podríamos considerar evitar todo eso de firmar papeles extraños y castigos para el peor de los casos, y dejártelo todo a ti, Aniki.""","""ﻓﻌﻼً. ﺃﻧﺖ ﺗﺆﺩﻱ ﻭﺍﺟﺒﺎﺗﻚ ﻛﻤﺎ ﻳﻨﺒﻐﻲ ﻳﺎ ﺃﺧﻲ. ﻗﺪ ﻳﻜﻮﻥ ﻣﻦ ﺍﻷﻓﻀﻞ ﺃﻥ ﻧﺄﺧﺬ ﺫﻟﻚ ﻓﻲ ﺍﻻﻋﺘﺒﺎﺭ، ﻭﺃﻥ ﻧﻔﻜّﺮ ﻓﻲ ﺗﺮﻙ ﺍﻷﻣﺮ ﻟﻚ ﺑﺎﻟﻜﺎﻣﻞ ﺩﻭﻥ ﻓﺮﺽ ﺗﻠﻚ ﺍﻟﻮﺛﺎﺋﻖ ﺍﻟﻐﺮﻳﺒﺔ ﺃﻭ ﺗﻬﺪﻳﺪﻙ ﺑﻌﻘﻮﺑﺎﺕٍ ﻣﺴﺘﻘﺒﻠﻴﺔ."""
Ushiromiya Krauss,"""Y‐............you people............""","""...Y-You people......"" ","  Taking notice of that, we might be able to consider avoiding all that about signing strange papers and worst-case penalties,",「お、…………お前ら…………、」,[=JP],"""Н‐ну... вы...""","""V‐............Vocês............""",「你、…………你们…………，」,「你、…………你們…………，」,"""V... Voi...""","""U-Ustedes...""","""ﺃ-..........ﺃﻳﻬﺎ............"""
,"Not just Eva, but Rudolf and Rosa as well began closing in on Krauss, with unnerving smiles on their faces as though they had planned this beforehand.","Not just Eva, but Rudolf and Rosa as well, with unnerving smiles on their faces as though they'd planned this beforehand, began closing in on Krauss. "," and leave everything to you, Aniki.""",絵羽だけでなく、留弗夫や楼座までもが、示し合わせたかのような薄気味悪い笑顔を浮かべて蔵臼を追い詰める。,[=JP],"Не только Ева, но и Рудольф, и Роза с нервирующими улыбками на лицах, словно репетировали заранее, стали загонять Краусса.","Não apenas Eva, mas Rudolf e Rosa também começaram a se aproximar de Krauss, com sorrisos enervantes em seus rostos, como se já tivessem planejado isso de antemão.",不仅是绘羽，就连留弗夫与楼座也如串通好了般地浮现出了怪模怪样的笑容，追逼藏臼。,不僅是繪羽，就連留弗夫與樓座也如串通好了般地浮現出了怪模怪樣的笑容，追逼藏臼。,"Non solo Eva, ma anche Rudolf e Rosa, con snervanti sorrisi sulle loro facce come se avessero programmato in precedenza tutto ciò, iniziarono a convergere su Krauss.","No solo Eva, sino Rudolf y Rosa también, con desconcertantes sonrisas en sus rostros como si lo hubieran planeado de antemano, se comenzaron a acercar a Krauss.",ﺍﺭﺗﺴﻢ ﻋﻠﻰ ﻭﺟﻮﻩ ﺍﻷﺷﻘﺎﺀ ﻣﻼﻣﺢ ﺧﺒﻴﺜﺔ ﺑﻴﻨﻤﺎ ﻳﻘﺘﺮﺑﻮﻥ ﻣﻦ ﻛﺮﺍﻭﺱ، ﻛﻤﺎ ﻟﻮ ﺃﻧﻬﻢ ﺧﻄﻄﻮﺍ ﻟﻬﺬﺍ ﻣﺴﺒﻘًﺎ.
,"They now understood perfectly how Kyrie had cornered Krauss, and exactly where she was prepared to compromise...",They now understood perfectly how Kyrie had cornered Krauss...and exactly where she was prepared to compromise... ,"""Y, ............you people.........""",彼らは今や、霧江がどうやって追い詰め、どこを落とし所にしているか完全に理解していた…。,[=JP],"Они чётко осознали, как Кирие загнала Краусса в угол, и где она была готова пойти на компромисс...","Eles agora entendiam perfeitamente como Kyrie havia encurralado Krauss, e exatamente onde ela estava preparada comprometer...",他们现在已经完全明白了，雾江是在如何追逼，妥协点又在哪儿…。,他們現在已經完全明白了，霧江是在如何追逼，妥協點又在哪兒…。,"Ora avevano capito perfettamente come Kyrie avesse messo Krauss all'angolo, ed esattamente dove lei era pronta a scendere a compromessi...","Entendieron perfectamente cómo Kyrie acorralaba a Krauss, y exactamente dónde ella estaba preparada para presionar...",ﻟﻘﺪ ﻓﻬﻤﻮﺍ ﺗﻤﺎﻣًﺎ ﻛﻴﻒ ﺣﺎﺻﺮﺗﻪ ﻛﻴﺮﻳﻲ ﺗﻤﺎﻣًﺎ... ﻭﻣﺎ ﻧﻮﻉ ﺍﻟﺘﺴﻮﻳﺔ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﺤﺎﻭﻝ ﺍﻟﺘﻮﺻﻞ ﻟﻬﺎ....
Ushiromiya Kyrie,"""......The memorandum regarding the responsibilities of the caregiver. You can make it so that you don't need to sign, and we will never demand a meeting with Father again. ......If you can guarantee that you are fit to be the caregiver even without the document, that is.""","""...We were talking about a signed statement regarding the responsibilities of the caretaker. But, even without signing such a thing, you can make it so that we'll never demand a meeting with Father again. ...If you can prove your fitness as Father's caretaker with a form of guarantee other than a signed statement, that is."" ","Not just Eva, but Rudolf and Rosa as well, with unnerving smiles on their faces as though they had planned this beforehand, began closing in on Krauss.They now understood perfectly how Kyrie had cornered Krauss, and exactly where she was prepared to compromise...""......A protocol regarding the responsibilities of the caretaker.",「……世話人の責務についての覚書。これにサインすることなく、私たちがお父様への面会を生涯求めないことにも出来るわ。……覚書などなくとも、蔵臼兄さんが世話人に相応しいという保証をしてくれれば。」,「……世話人の責務についての覚書。これにサインすることなく、私たちがお父様への面会を生涯求めないことにも出来るわ。……覚書などなくとも、蔵臼兄さんが世話人に相応しいという保証をしてくれれば」,"""......Протокол об обязанностях опекуна. Ты можешь сделать так, что мы никогда больше не потребуем встречи с отцом, даже без его подписания. ......Это если ты гарантируешь, что в состоянии исполнять обязанности опекуна даже без протокола.""","""......O memorando sobre a responsabilidade de cuidador. Mesmo sem assinar tal coisa, você pode fazer isso e nós nunca mais vamos pedir para ver o pai de novo. ......Se consegue garantir que você é adequado para ser o cuidador sem nenhum documento, é claro.""",「……有关照顾者职责的文书。就算不在这上面签名，也是能让我们一辈子不要求与爸见面的。……就算没有白纸黑字，也只要藏臼哥对自己配当照顾者一事给出保证就行。」,「……有關照顧者職責的文書。就算不在這上面簽名，也是能讓我們一輩子不要求與爸見面的。……就算沒有白紙黑字，也只要藏臼哥對自己配當照顧者一事給出保證就行。」,"""... un protocollo riguardante i doveri del tutore. Tu puoi fare in modo che noi non ti domandiamo più di incontrare nostro Padre, anche senza nemmeno dover firmare. ... Se tu puoi garantire che sei adatto ad essere il tutore anche senza il protocollo, va bene.""","""... Un protocolo respecto a las responsabilidades del cuidador. Puedes hacerlo de modo que nunca exijamos una reunión con padre otra vez, incluso sin firmar esto... Si puedes garantizar que estás en condiciones de ser el cuidador, incluso sin el protocolo, claro.""","""......ﻟﻘﺪ ﻛﻨّﺎ ﻧﺘﺤﺪﺙ ﻋﻦ ﺗﻮﻗﻴﻌﻚ ﻟﻮﺛﻴﻘﺔ ﺗﺘﻌﻠﻖ ﺑﻤﺴﺆﻭﻟﻴﺎﺕ ﺍﻟﺮﺍﻋﻲ. ﻟﻜﻦ ﻻ ﺣﺎﺟﺔ ﺗﺴﺘﺪﻋﻲ ﺗﻮﻗﻌﻴﻚ ﻋﻠﻰ ﻭﺛﻴﻘﺔ ﻛﻬﺬﻩ ﻣﺎ ﺩﺍﻡ ﺑﺈﻣﻜﺎﻧﻚ ﺇﺛﺒﺎﺕ ﻛﻔﺎﺀﺗﻚ ﻛﻤﺴﺆﻭﻝٍ ﻋﻦ ﺭﻋﺎﻳﺔ ﻭﺍﻟﺪﻱ ﻣﻊ ﻧﻮﻉٍ ﺁﺧﺮ ﻣﻦ ﺍﻟﻀﻤﺎﻥ ﺑﺨﻼﻑ ﺍﻹﻗﺮﺍﺭ ﺍﻟﻤﻮﻗﻊ. ......ﺇﺫﺍ ﻓﻌﻠﺖ ﺫﻟﻚ ﻓﻠﻦ ﻧﻄﻠﺐ ﻣﻨﻚ ﻣﻘﺎﺑﻠﺔ ﺃﺑﻴﻨﺎ ﻣﺠﺪﺩًﺍ، ﻧﻘﻄﺔ ﻋﻠﻰ ﺍﻟﺴﻄﺮ."""
Ushiromiya Krauss,"""Are you telling me.........to pay security money? Hehheheheh, hahha{0}ha{0}ha{0}hahaha...! This is ludicrous! Wahhaha{0}ha{0}ha{0}ha{0}ha{0}hahaha!""","""Are you telling me......to pay security money? Hehheheheh, hahhahahahahaha...! Hilarious! Wahhahahahahahahahaha!"" ","  You can make it so that we never demand a meeting with Father again, even without signing this.  ......If you can guarantee that you are fit to be the caretaker even without the protocol, that is.""""Are you telling me, .........to pay security money?  Hehheheheh, hahhahahahahaha...!",「私に、………その保証金を支払えというのかね？ふっふふふふ、はっははははははは…！　これはおかしい！　わっはははははははははは！」,「私に、………その保証金を支払えというのかね？　ふっふふふふ、はっははははははは…！　これはおかしい！　わっはははははははははは！」,"""Ты предлагаешь мне... заплатить залог? Хе‐хе‐хех, ха‐ха‐ха‐ха‐ха‐ха!.. Да это безумие! Вах‐ха‐ха‐ха‐ха‐ха!""","""Você está dizendo para mim.........depositar um pagamento como garantia? Hehheheheh, hahha{0}ha{0}ha{0}hahaha...! Isto é ridículo! Wahhaha{0}ha{0}ha{0}ha{0}ha{0}hahaha!""",「是叫我，………支付这笔保证金吗？哼、哼哼哼哼，哈、哈哈哈哈哈哈哈…！好笑啊！哇、哈哈哈哈哈哈哈哈哈哈！」,「是叫我，………支付這筆保證金嗎？哼、哼哼哼哼，哈、哈哈哈哈哈哈哈…！好笑啊！哇、哈哈哈哈哈哈哈哈哈哈！」,"""Mi state dicendo... di pagare dei soldi come garanzia? Hehheheheh, hahhahahahahaha...! Questa è una follia! Wahhahahahahahahahaha!""","""¿Me dices que... pague dinero como seguro? ¡Jejjejejej, jajjajajajajaja!... ¡Esto es una locura! ¡Wajjajajajajajajajaja!""","""ﺇﺫًﺍ ﺗﺮﻳﺪﻭﻥ ﻣﻨّﻲ ﺃﻥ ﺃﺩﻓﻊ ﻟﻜﻢ ﺿﻤﺎﻧﺔ ﻣﺎﻟﻴﺔ...؟ ﻫﻴﻬﻴﻬﻴﻬﻲ، ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ...! ﻳﺎ ﻟﺴﺨﺎﻓﺔ ﺍﻷﻣﺮ! ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!"""
Ushiromiya Kyrie,"""The security money, paid to Eva‐san, Rudolf‐san, and Rosa‐san, will be 3 billion yen each. As a deposit, you will transfer ten percent of that, 300 million yen each, before the year is out.""","""The security money will be paid to Eva-san, Rudolf-san, and Rosa-san, 3 billion yen each. As a deposit, you will transfer ten percent of that, 300 million yen, before the year is out."" ","  This is insane!  Wahhahahahahahahahaha!""",「保証金は、絵羽さん、留弗夫さん、そして楼座さんの３人に、１人、３０億円ずつ。手付金として、その１割の３億円ずつを、今年度中に振り込んでもらうわ。」,「保証金は、絵羽さん、留弗夫さん、そして楼座さんの３人に、１人、３０億円ずつ。手付金として、その１割の３億円ずつを、今年度中に振り込んでもらうわ」,"""Залоговые деньги будут выплачены Еве‐сан, Рудольфу‐сану и Розе‐сан, то есть 3 миллиарда йен каждому. В качестве депозита ты переведешь 10 процентов от этой суммы — 300 миллионов йен, до конца года.""","""Essa garantia, paga à Eva‐san, o Rudolf‐san e à Rosa‐san, seria de 3 bilhões de iene para cada. Como um depósito, você vai transferir dez por cento disso, 300 milhões de iene para cada, antes do ano acabar.""",「保证金是指，绘羽姐姐、留弗夫、还有楼座妹妹三人，每人三十亿日元。作为预付金，请将其中一成的三亿日元，于本年度内分别汇给大家。」,「保證金是指，繪羽姐姐、留弗夫、還有樓座妹妹三人，每人三十億日元。作為預付金，請將其中一成的三億日元，於本年度內分別匯給大家。」,"""Quelle garanzie saranno pagate a Eva-san, Rudolf-san, e Rosa-san, 3 miliardi di yen a ciascuno. Come caparra, trasferirai il dieci percento di quella somma, 300 milioni di yen, prima che finisca l'anno.""","""El dinero será pagado a Eva-san, Rudolf-san y Rosa-san, 3 mil millones de yenes a cada uno. Como depósito, transferirás el diez por ciento de eso, 300 millones de yenes, antes de que el año acabe.""","""ﺍﻟﻀﻤﺎﻧﺔ ﺍﻟﻤﺎﻟﻴﺔ ﺳﺘﻘﺴﻢ ﺑﻴﻦ: ﺇﻳﻔﺎ-ﺳﺎﻥ، ﺭﻭﺩﻭﻟﻒ-ﺳﺎﻥ، ﻭﺃﺧﻴﺮًﺍ ﺭﻭﺯﺍ ﺳﺎﻥ، ﻭﺳﺘﻘﺪﺭ ﺑﺜﻼﺙ ﻣﻠﻴﺎﺭﺍﺕ ﻳﻦ ﻟﻜﻞ ﻭﺍﺣﺪٍ ﻣﻨﻬﻢ. ﻭﺳﺘﻘﻮﻡ ﺑﺘﺤﻮﻳﻞ ﻋﺸﺮﺓ ﺑﺎﻟﻤﺎﺋﺔ ﻣﻨﻬﺎ ﻛﺪﻓﻌﺔ ﺃﻭﻟﻴﺔ ﻗﺒﻞ ﻧﻬﺎﻳﺔ ﻫﺬﺍ ﺍﻟﻌﺎﻡ، ﺃﻱّ ﻣﺎ ﻗﻴﻤﺘﻪ 003 ﻣﻠﻴﻮﻥ ﻳﻦ ﻟﻜﻞّ ﻭﺍﺣﺪٍ ﻣﻨﻬﻢ."""
Ushiromiya Krauss,"""9 billion?! I don't have that kind of money!!!""","""9 billion?! I don't have that kind of money!!!"" ","""The security money will be paid to Eva-san, Rudolf-san, and Rosa-san, 3 billion yen each.  As a deposit, you will transfer ten percent of that, 300 million yen, before the year is out.""",「９０億だと？！　そんなカネはないッ！！！」,[=JP],"""9 миллиардов?! Да у меня нет таких денег!!!""","""9 bilhões?! Eu não tenho todo esse dinheiro!!!""",「九十亿？！我才没这么多钱呢！！！」,「九十億？！我才沒這麼多錢呢！！！」,"""9 miliardi?! Non ho tutti quei soldi!!!""","""¡¿9 mil millones?! ¡¡¡No tengo tal cantidad de dinero!!!""","""ﺃﻱّ 9 ﻣﻠﻴﺎﺭﺍﺕ ﻳﻦ؟ ﻛﻴﻒ ﻟﻲ ﺃﻥ ﺃﻣﻠﻚ ﻣﺒﻠﻐًﺎ ﻛﻬﺬﺍ!!"""
