Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Ange,""".........So even something as screwed up as my family being captured by the Rokkenjima witch and imprisoned twelve years in the past for all eternity...can exist as truth as long as we don't know what happened twelve years ago...""","""......So even something as screwed up as my family being captured by the Rokkenjima witch and shut up 12 years ago for all eternity... can exist as truth as long as we don't know what happened 12 years ago..."" ",""".........So even something as screwed up as my family being captured by the Rokkenjima witch and shut up 12 years ago for all eternity, can exist as truth as long as we don't know what happened 12 years ago...""",「………家族みんなが、六軒島の魔女に捕らわれて、永遠に１２年前に閉じ込められているという、滅茶苦茶な話すら、１２年前に何があったかわからない限り、真実として存在できる…。」,「………家族みんなが、六軒島の魔女に捕らわれて、永遠に１２年前に閉じ込められているという、滅茶苦茶な話すら、１２年前に何があったかわからない限り、真実として存在できる…」,""".........Таким образом, даже такой бред о том, что моя семья была захвачена ведьмой Роккенджимы на веки вечные и исчезла 12 лет назад, может существовать до тех пор, пока мы не узнаем, что случилось 12 лет назад...""",""".........Então mesmo algo ridículo como a minha família ter sido capturada pela bruxa de Rokkenjima e aprisionada doze anos atrás por toda a eternidade...pode existir como verdade enquanto não sabermos o que aconteceu doze anos atrás...""",「………连那所谓的，“我所有家人全被六轩岛的魔女捉住，永远地困在了十二年前”的荒谬言论，也是只要不搞明白十二年前到底发生了什么，就能作为真实而存在的…」,「………連那所謂的，“我所有家人全被六軒島的魔女捉住，永遠地困在了十二年前”的荒謬言論，也是只要不搞明白十二年前到底發生了什麼，就能作為真實而存在的…」,"""... Quindi anche qualcosa di così contorto come la mia famiglia catturata dalla strega di Rokkenjima venendo rinchiusa per l'eternità in quel giorno di 12 anni fa, può esistere come verità poiché non sappiamo cosa accadde 12 anni fa...""","""... Así que algo tan descabellado como que mi familia fuera capturada por la bruja de Rokkenjima y encerrada hace 12 años por toda la eternidad, puede existir como verdad siempre y cuando no sepamos qué pasó hace 12 años...""","""........ﻟﺬﺍ ﻃﺎﻟﻤﺎ ﻻ ﻧﻌﺮﻑ ﻣﺎ ﺍﻟﺬﻱ ﺣﺪﺙ ﻗﺒﻞ ﺍﺛﻨﺎ ﻋﺸﺮ ﻋﺎﻣًﺎ، ﻓﺤﺘّﻰ ﻫﺬﻩ ﺍﻟﻘﺼﺔ ﺍﻟﻐﻴﺮ ﺍﻟﻤﻌﻘﻮﻟﺔ...ﻋﻦ ﺳﺎﺣﺮﺓ ﻗﺘﻠﺖ ﺃﺳﺮﺗﻲ ﺑﺄﻛﻤﻠﻬﺎ ﻋﻠﻰ ﺟﺰﻳﺮﺓ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻳﻤﻜﻦ ﺍﻋﺘﺒﺎﺭﻫﺎ ﺣﻘﻴﻘﺔ..."""
{f:5:Bernkastel},"""Twelve years ago, on Rokkenjima, the witch called {f:5:Beatrice} wrenched open a space for ""endless"" imagination, and swallowed everything up into it, using it as a cat box. ......Everything in the unopening box is truth.""","""This witch called {f:5:Beatrice}...forcibly made room for ""Endless"" imaginings in the Rokkenjima of 12 years ago, enveloping all of it inside a cat box. Everything inside the unopenable box is truth."" ","""12 years ago, in Rokkenjima, the witch called Beatrice wrenched open an opportunity for 'Endless' ideas, and swallowed everything there up in a cat box.  ......Everything in a box which cannot be opened is truth.""",「ベアトリーチェという魔女は、１２年前の六軒島に“無限”の想像の余地を抉じ開け、そこを猫箱として全てを飲み込んだ。……開かれぬ箱の中の全ては真実。」,「ベアトリーチェという魔女は、１２年前の六軒島に“無限”の想像の余地を抉じ開け、そこを猫箱として全てを飲み込んだ。……開かれぬ箱の中の全ては真実」,"""12 лет назад, на Роккенджиме, ведьма, зовущаяся {f:5:Беатриче}, открыла возможность для 'бесконечных' идей и поглотила всё в кошачьей коробке. ......Всё, что находится в коробке, которую не открыть, является истиной.""","""Doze anos atrás, em Rokkenjima, a bruxa chamada {f:5:Beatrice} abriu um espaço deturpado para uma imaginação ""infinita"" e engoliu tudo, usando isso como uma caixa de gato. ......Tudo dentro da caixa fechada é verdade.""",「名叫贝阿朵莉切的魔女，给十二年前的六轩岛撬开了“无限”的想象余地，以此为猫箱吞噬了一切。……无法打开的箱子中的一切，皆为真实。」,「名叫貝阿朵莉切的魔女，給十二年前的六軒島撬開了“無限”的想像餘地，以此為貓箱吞噬了一切。……無法打開的箱子中的一切，皆為真實。」,"""12 anni fa, su Rokkenjima, la strega chiamata Beatrice spalancò un'opportunità per ‘infinite’ idee, risucchiando tutto lì in una scatola del gatto. ... Ogni cosa in una scatola che non può essere aperta è verità.""","""Hace 12 años, en Rokkenjima, la bruja llamada {f:5:Beatrice} abrió un espacio para ideas ‘interminables’, y lo metió todo dentro de una caja del gato... Todo lo que haya en una caja que no puede ser abierta es verdad.""","""ﺗﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ ﺗُﺴﻤﻰ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}... ﻟﻘﺪ ﺗﺠﺒﺮﺕ ﻭﻓﺘﺤﺖ ﺗﺼﻮﺭﺍﺕ 'ﻻ ﻣﺘﻨﺎﻫﻴﺔ' ﻋﻠﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﺛﻢ ﺃﻏﻠﻘﺖ ﻋﻠﻰ ﻛﻞ ﺫﻟﻚ ﺩﺍﺧﻞ ﺻﻨﺪﻭﻕ ﻗﻄﺔ. ......ﻭﻣﺎ ﻳﺤﺘﻮﻳﻪ ﺫﻟﻚ ﺍﻟﺼﻨﺪﻭﻕ ﻫﻮ ﺍﻟﺤﻘﻴﻘﺔ ﻻ ﻏﻴﺮ."""
,"That's right. {i:We don't know what happened on that island}, so it becomes endless.","That's right. {i:We don't know what happened on that island}, so it becomes endless. ","That's right.We don't know what happened on that island, so it becomes endless.",そう。{i:あの島で何があったかわからないから}、無限になる。,[=JP],"Верно. {i:Мы не знаем, что случилось на том острове}, и это порождает бесконечность.","Isso mesmo. {i:Nós não sabemos o que aconteceu naquela ilha}, por isso se tornou infinito.",对。{i:因为搞不明白那个岛上发生了什么}，所以成为了无限。,對。{i:因為搞不明白那個島上發生了什麼}，所以成為了無限。,"Esatto. Non sappiamo cosa accadde su quell'isola , per cui diventa infinita.","Así es. {i:No sabemos qué pasó en esa isla}, así que se hace interminable.",ﻫﺬﺍ ﺻﺤﻴﺢ. {i:ﺑﻤﺎ ﺃﻧﻨﺎ ﻧﺠﻬﻞ ﻣﺎ ﺣﺪﺙ ﻋﻠﻰ ﺗﻠﻚ ﺍﻟﺠﺰﻳﺮﺓ،} ﺗُﺼﺒﺢ ﺍﻟﺘﺼﻮﺭﺍﺕ ﺣﻮﻟﻬﺎ ﻻ ﻣﺘﻨﺎﻫﻴﺔ.
Ushiromiya Ange,"""......So long as it remains closed, that is. All I have to do is wrench it open.""","""...That's assuming no one opens it up. I just have to wrench it open. ","""......It can't remain closed.  I just have to wrench it open.  ",「……閉まったままならね。私が抉じ開ければいいだけの話。,「……閉まったままならね。私が抉じ開ければいいだけの話」,"""......Она не может оставаться закрытой. Я просто открою её силой.""","""......Desde que se mantenha fechada, sim. Tudo o que eu tenho que fazer é {nobr:abri‐la}.""",「……一直密封着才会如此。只需我去将之撬开就行了。」,「……一直密封著才會如此。只需我去將之撬開就行了。」,"""... Non può rimanere chiusa. Ho solo bisogno di spalancarla.","""... No puede permanecer cerrado. Tengo que abrirlo a la fuerza.""","""......ﻋﻠﻰ ﺍﻓﺘﺮﺍﺽ ﺃﻥ ﻻ ﺃﺣﺪ ﺳﺒﻖ ﻟﻪ ﻓﺘﺢ ﺫﻟﻚ ﺍﻟﺼﻨﺪﻭﻕ، ﻓﺄﻧﺎ ﺃﺭﻳﺪ ﺍﻟﻘﻴﺎﻡ ﺑﺘﻠﻚ ﺍﻟﻤﻬﻤﺔ."""
Ushiromiya Ange,""".........But that box was closed up twelve years ago, and I don't even know where it is. ......Even if I were to visit Rokkenjima, just what would I be able to learn, there on that desolated island, about what happened twelve years ago?""","......But that box was closed up 12 years ago, and I don't even know where it is. ...Even if I visit Rokkenjima, just what can I learn about what happened 12 years ago on that desolated island?"" ",".........But that box was closed up 12 years ago, and I don't even know where it is.  ......Even if I visit Rokkenjima, just what can I learn about what happened 12 years ago on that desolated island?""",………でも、その箱は１２年前に閉じられ、どこにあるのかもわからない。……仮に六軒島に訪れたとしても、私は荒れ果てた島で、１２年前の何を知ることができるというの？」,「………でも、その箱は１２年前に閉じられ、どこにあるのかもわからない。……仮に六軒島に訪れたとしても、私は荒れ果てた島で、１２年前の何を知ることができるというの？」,""".........Но эта коробка была закрыта 12 лет назад и я даже не знаю, где она. ......Даже если я посещу Роккенджиму, как я смогу узнать, что случилось 12 лет назад на этом заброшенном острове?""",""".........Mas essa caixa se fechou doze anos atrás, e sequer sei onde está. ......Mesmo se eu for visitar Rokkenjima, o que vou aprender sobre o que aconteceu doze anos atrás, em uma ilha desolada?""",「………只不过，这个箱子在十二年前被封好，现在连它在哪都不知道。……即便我去了六轩岛，我在那荒废了的岛上，能搞明白些十二年前的什么吗？」,「………只不過，這個箱子在十二年前被封好，現在連它在哪都不知道。……即便我去了六軒島，我在那荒廢了的島上，能搞明白些十二年前的什麼嗎？」,"... Ma quella scatola è stata chiusa 12 anni fa, e non so nemmeno dove sia finita. ... Anche se visitassi Rokkenjima, cosa mai potrei apprendere su cosa accadde 12 anni fa su quell'isola desolata?""","""... Pero esa caja fue cerrada hace 12 años, y ni siquiera sé dónde está... Incluso si visito Rokkenjima, ¿qué puedo comprender sobre lo que pasó hace 12 años en esa isla desolada?""",""".........ﻟﻜﻦ ﺫﻟﻚ ﺍﻟﺼﻨﺪﻭﻕ ﻛﺎﻥ ﻣﻐﻠﻘًﺎ ﻣﻨﺬ ﺍﺛﻨﺎ ﻋﺸﺮ ﻋﺎﻣًﺎ ﻣﻀﺖ، ﻭﻻ ﺃﻋﺮﻑ ﺣﺘﻰ ﻣﻜﺎﻧﻪ. ......ﺣﺘﻰ ﻟﻮ ﺯُﺭﺕ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﻓﻤﺎﺫﺍ ﻋﺴﺎﻱ ﺃﺟﺪ ﻋﻠﻰ ﺗﻠﻚ ﺍﻟﺠﺰﻳﺮﺓ ﺍﻟﻤﻬﺠﻮﺭﺓ؟"""
{f:5:Bernkastel},"""Who knows? What could you learn, I wonder. .........In any event, that is something that can only be done by the person who is able to walk around freely in the world of 1998, twelve years in the future—the final witch, {f:5:Ange Beatrice}.""","""Who knows? I wonder what you could learn. ......This is something that can only be done by the person who is able to walk around freely in the world of 1998, 12 years in the future: the final witch, {f:5:Ange Beatrice}."" ","""Who knows?  I wonder what you could learn.  .........This is something that can only be done by the person who is able to walk around freely in the world of 1998, 12 years in the future, the final witch, ANGE Beatrice.""",「さぁ。何を知ることができるのかしら。………いずれにせよそれは、１９９８年という１２年後の未来を自由に闊歩できる、最後の魔女、エンジェ・ベアトリーチェにしかできないことよ。」,「さぁ。何を知ることができるのかしら。………いずれにせよそれは、１９９８年という１２年後の未来を自由に闊歩できる、最後の魔女、エンジェ・ベアトリーチェにしかできないことよ」,"""Кто знает? Неизвестно, что тебе удастся раскопать. .........Это может сделать только человек, способный свободно перемещаться по миру 1998‐го, в будущем через 12 лет — последняя ведьма, {f:5:Энджи‐Беатриче}.""","""Quem sabe? Me pergunto o que poderia aprender. .........De qualquer forma, isso é algo que só pode ser feito por uma pessoa capaz de andar livremente no mundo de 1998, doze anos no futuro — a bruxa final, {f:5:Ange Beatrice}.""",「这个嘛。也许能明白些什么吧。………不管怎样，这是只有能在名为 1998 年的十二年后的未来自由阔步的，最后的魔女——安琪·贝阿朵莉切能做到的事。」,「這個嘛。也許能明白些什麼吧。………不管怎樣，這是只有能在名為 1998 年的十二年後的未來自由闊步的，最後的魔女——安琪·貝阿朵莉切能做到的事。」,"""Chissà? Mi chiedo cosa tu possa apprendere. ... Questo è qualcosa che può essere fatto solo da una persona in grado di girare liberamente nel mondo del 1998, 12 anni nel futuro, l'ultima strega, ANGE Beatrice.""","""¿Quién sabe? Me pregunto qué podrías entender... Eso es algo que solo puede hacer una persona que es capaz de caminar libremente en el mundo de 1998, 12 años en el futuro, la bruja final, {f:5:Ange Beatrice}.""","""ﻣﻦ ﻳﻌﻠﻢ? ﺃﺗﺴﺎﺀﻝ ﺣﻘًﺎ ﻋﻦ ﻣﺎﺫﺍ ﺳﺘﻌﺮﻓﻴﻦ. .........ﻋﻠﻰ ﺃﻱ ﺣﺎﻝ، ﻻ ﻳﻤﻜﻦ ﺍﻟﻘﻴﺎﻡ ﺑﺬﻟﻚ ﺇﻻ ﺑﻮﺍﺳﻄﺘﻚ ﺃﻧﺖِ ﺍﻟﺘﻲ ﻳﻤﻜﻨﻬﺎ ﺍﻟﺘﺠﻮﻝ ﺑﺤﺮﻳﺔ ﻓﻲ ﺍﻟﻤﺴﺘﻘﺒﻞ ﻋﺎﻡ 8991، ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺧﻴﺮﺓ، {f:7:ﺇﻧﺠﻲ ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Ange,"""........................""","""........."" ","""..................""",「……………………。」,「……………………」,"""..................""",[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
{f:5:Bernkastel},"""{f:5:Beatrice}'s game board spans the two days from October 4th to the 5th, 1986. In other words, this means that you are a piece who can move freely outside her game board. ......And even {f:5:Beatrice} cannot influence this future that lies outside the game board.""","""{f:5:Beatrice}'s game board lasts two days, from October 4, 1986 to the 5th. In other words, you're a piece who can move freely outside her game board. ...And even {f:5:Beatrice} cannot influence this future that lies outside the game board."" ","""Beatrice's game board lasts two days, from October 4, 1986 to the 5th.  In other words, this means that you are a piece who can move freely outside her game board.  ......And even Beatrice cannot influence this future that lies outside the game board.""",「ベアトリーチェのゲーム盤は１９８６年１０月４日から５日の２日間。つまりそれは、あなたが彼女のゲーム盤の外へ自在に動ける駒だということ。……そして、ベアトリーチェですらこのゲーム盤を超えた未来へは干渉できない。」,「ベアトリーチェのゲーム盤は１９８６年１０月４日から５日の２日間。つまりそれは、あなたが彼女のゲーム盤の外へ自在に動ける駒だということ。……そして、ベアトリーチェですらこのゲーム盤を越えた未来へは干渉できない」,"""Игровая доска {f:5:Беатриче} длится два дня, с 4 по 5 октября 1986 года. Иными словами, это означает, что ты — фигура, способная свободно перемещаться за пределами её игровой доски. ......И даже {f:5:Беатриче} не может влиять на будущее, лежащее вне доски.""","""O tabuleiro de jogo da {f:5:Beatrice} dura dois dias, do dia 4 ao dia 5 de outubro de 1986. Ou seja, isso significa que você é uma peça que pode se mover livremente fora do tabuleiro dela. ......E nem mesmo a {f:5:Beatrice} pode influenciar nesse futuro que se encontra fora de seu tabuleiro.""",「贝阿朵莉切的棋盘是 1986 年 10 月 4 日到 5 日的两天间。也就是说，你是能在她的棋盘外自由行动的棋子。……再者，即使是贝阿朵莉切，也无法干涉超越了其棋盘的未来。」,「貝阿朵莉切的棋盤是 1986 年 10 月 4 日到 5 日的兩天間。也就是說，你是能在她的棋盤外自由行動的棋子。……再者，即使是貝阿朵莉切，也無法干涉超越了其棋盤的未來。」,"""La scacchiera di Beatrice dura due giorni, dal 4 al 5 ottobre 1986. In altre parole, significa che sei un pezzo che può muoversi liberamente al di fuori della sua scacchiera. ... E anche Beatrice non può influenzare il futuro che giace al di fuori della scacchiera.""","""El tablero de {f:5:Beatrice} dura dos días, desde el 4 de octubre de 1986 hasta el 5. En otras palabras, esto significa que eres una pieza que se puede mover libremente fuera de su tablero de juego... e incluso {f:5:Beatrice} no puede influenciar este futuro que está fuera del tablero de juego.""","""ﺍﺳﺘﻤﺮﺕ ﺭﻗﻌﺔ ﻟﻌﺐ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻟﻤﺪﺓ ﻳﻮﻣﻴﻦ، ﻣﻦ ﺍﻟﺮﺍﺑﻊ ﻭﺣﺘﻰ ﺍﻟﺨﺎﻣﺲ ﻣﻦ ﺃﻛﺘﻮﺑﺮ ﺳﻨﺔ 6891. ﺑﻤﻌﻨﻰ ﺃﻧّﻚِ ﻗﻄﻌﺔ ﺗﺴﺘﻄﻴﻊ ﺍﻟﺘﺤﺮﻙ ﺑﺤﺮﻳﺔ ﺧﺎﺭﺝ ﺭﻗﻌﺔ ﻟﻌﺒﺘﻬﺎ. ......ﻭﺣﺘﻰ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻻ ﻳﻤﻜﻨﻬﺎ ﺍﻟﺘﺄﺛﻴﺮ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﻤﺴﺘﻘﺒﻞ ﺍﻟﺬﻱ ﻳﻘﻊ ﺧﺎﺭﺝ ﺭﻗﻌﺔ ﺍﻟﻠﻌﺐ."""
Ushiromiya Ange,"""......When you put it like that, it sounds like I'm a pretty overpowered piece.""","""...If you say it like that, it sounds like I'm a pretty overpowered piece."" ","""......If you say it like that, it sounds like I'm a pretty overpowered piece.""",「……そうやって言われると、私って、かなり優秀でズルイ駒だわ。」,「……そうやって言われると、私って、かなり優秀でズルイ駒だわ」,"""......То, как ты это говоришь, звучит, словно я — фигура с избытком сил.""","""......Quando você fala dessa forma, parece que eu sou uma peça superpoderosa.""",「……听你这么一说，我倒是个相当优秀狡猾的棋子呢。」,「……聽你這麼一說，我倒是個相當優秀狡猾的棋子呢。」,"""... Se dici così, sembra che io sia un pezzo piuttosto potente.""","""... Si lo dices de esa forma, suena como si yo fuese una pieza demasiado poderosa.""","""......ﻛﻼﻣﻚِ ﻫﺬﺍ ﻳﺠﻌﻠﻨﻲ ﺃﺷﻌﺮ ﺑﺄﻧّﻲ ﻗﻄﻌﺔ ﺫﺍﺕ ﻗﻮﺓ ﻋﻈﻴﻤﺔ."""
{f:5:Bernkastel},"""The future of twelve years later in which you are placed certainly is distant. However, the further in the future a piece is placed, the stronger the power it holds. ......I told you, didn't I? Truth changes form when it's observed.""","""The future of 12 years later in which you are placed certainly is distant. However, the further a piece is placed in the future, the stronger power it holds. ...I told you, didn't I? The truth changes its appearance when it is observed."" ","""The future of 12 years later in which you are placed certainly is distant.  However, the further a piece is placed in the future, the stronger power it holds.  ......I told you, didn't I?  The truth changes its appearance when it is observed.""",「あなたが身を置く１２年後という未来は確かに遠いわ。しかし、駒は未来に位置すれば位置するほど、強い力を持つの。……言ったでしょう？　真実は、観測されると姿を変えると。」,「あなたが身を置く１２年後という未来は確かに遠いわ。しかし、駒は未来に位置すれば位置するほど、強い力を持つの。……言ったでしょう？　真実は、観測されると姿を変えると」,"""Будущее через 12 лет, в котором ты живёшь, конечно, далеко. Однако чем дальше в будущем находится фигура, тем большую силу получает. ......Я говорила тебе, не так ли? Правда меняет свой облик под наблюдением.""","""O futuro doze anos depois, onde você se localiza, certamente é um local distante. Entretanto, quanto mais distante uma peça é posicionada no futuro, maior o poder que ela carrega. ......Eu disse isso a você, não disse? A verdade muda de forma quando é observada.""",「你所身处的十二年后的未来的确很遥远。不过，棋子越是处于未来的位置，就越是具有强大的力量。……我说过吧？真实一被观测就会改变形态。」,「你所身處的十二年後的未來的確很遙遠。不過，棋子越是處於未來的位置，就越是具有強大的力量。……我說過吧？真實一被觀測就會改變形態。」,"""Il futuro distante 12 anni in cui vivi è di certo lontano. Tuttavia, più un pezzo è lontano nel futuro, più grande è il potere che ha. ... Te l'ho detto, no? La verità cambia aspetto quando viene osservata.""","""El futuro de 12 años después en el que estás colocada es ciertamente distante. Sin embargo, cuanto más lejos en el futuro sea colocada la pieza, mayor poder obtiene... Te lo dije, ¿no? La verdad cambia de apariencia cuando es observada.""","""ﺍﻟﻤﺴﺘﻘﺒﻞ ﺍﻟﺬﻱ ﺗﻌﻴﺸﻴﻦ ﻓﻴﻪ ﺍﻵﻥ ﻳﻠﻌﺐ ﺩﻭﺭًﺍ ﻣﻬﻤًﺎ، ﻓﻜﻠﻤﺎ ﻛﺎﻧﺖ ﺍﻟﻘﻄﻌﺔ ﻓﻲ ﻣﺴﺘﻘﺒﻞٍ ﺑﻌﻴﺪ، ﻛﻠﻤﺎ ﺯﺍﺩﺕ ﻗﻮﺗﻬﺎ. ......ﺃﻟﻢ ﺃﺧﺒﺮﻙِ ﻟﻠﺘﻮ؟ ﻳﺘﻐﻴﺮ ﺷﻜﻞ ﺍﻟﺤﻘﻴﻘﺔ ﻋﻨﺪﻣﺎ ﻧﺸﻬﺪﻫﺎ."""
Ushiromiya Ange,"""Come to think of it, I've heard something related to that. ......Even if one day, all of a sudden, a star in Centaurus were to explode, the light from that explosion would have to travel 4.4 light years, so it would take four and a half years to reach the Earth.""","""Come to think of it, I heard something like that once. ...Even if one day, all of a sudden, a star in the constellation Centaurus were to explode, the light from that explosion would have to cross 4.4 light years, so it would take it four and a half years to reach the Earth."" ","""Come to think of it, I heard something like that once.  ......Even if one day, all of a sudden, a star in the constellation Centaurus were to explode, the light from that explosion would have to cross 4.4 light years, so it would take it four and a half years to reach the Earth.""",「そう言えば、こんな話を聞いたことがあるわ。……ある日、突然、ケンタウルス座の恒星が爆発してしまっても、その爆発の光が地球に届くには、４．４光年だから４年半の月日が必要になる。」,「そう言えば、こんな話を聞いたことがあるわ。……ある日、突然、ケンタウルス座の恒星が爆発してしまっても、その爆発の光が地球に届くには、４.４光年だから４年半の月日が必要になる」,"""А ведь однажды я слышала нечто подобное. ......Если вдруг однажды звезда в созвездии Кентавра взорвётся, свету от взрыва придётся пересечь 4,4 световых лет, так что, чтобы добраться до Земли, ему понадобится четыре с половиной года.""","""Pensando nisso, eu ouvi algo parecido uma vez. ......Mesmo que um dia, de uma hora para outra, uma estrela em Centaurus exploda, a luz dessa explosão teria que viajar 4.4 anos luz, então levaria quatro anos e meio para chegar à Terra.""",「说来，我曾听说过这么一件事。……如果某一天，人马座的恒星突然爆炸，其爆炸所造成的光，因相距 4.4 光年，所以需要 4 年半的岁月才能抵达地球。」,「說來，我曾聽說過這麼一件事。……如果某一天，人馬座的恒星突然爆炸，其爆炸所造成的光，因相距 4.4 光年，所以需要 4 年半的歲月才能抵達地球。」,"""Ora che ci penso, ho sentito qualcosa del genere una volta. ... Anche se un giorno, all'improvviso, una stella nella costellazione del Centauro esplodesse, la luce di quell'esplosione dovrebbe attraversare 4 anni luce, così da impiegare quattro anni e mezzo per raggiungere la Terra.""","""Ahora que lo pienso, he escuchado algo como eso una vez... Incluso si un día repentinamente, una estrella en la constelación de Centauro estallara, la luz de esa explosión tendría que cruzar 4,4 años luz, así que le tomaría cuatro años y medio llegar a la Tierra.""","""ﺣﺪﻳﺜﻚِ ﻫﺬﺍ ﺫﻛﺮﻧﻲ ﺑﺸﻲﺀٍ ﺳﻤﻌﺘﻪ ﺫﺍﺕ ﻣﺮﺓٍ. ......ﺇﻥ ﺣﺪﺙ ﻭﺍﻧﻔﺠﺮ ﻓﺠﺄﺓً ﻧﺠﻢٌ ﻓﻲ ﻛﻮﻛﺒﺔ ﻗﻨﻄﻮﺭﺱ، ﻓﺈﻥ ﺍﻟﻀﻮﺀ ﺍﻟﻨﺎﺗﺞ ﻋﻦ ﺫﻟﻚ ﺍﻻﻧﻔﺠﺎﺭ ﻳﺠﺐ ﺃﻥ ﻳﻤﺮ ﻋﺒﺮ 4.4 ﺳﻨﺔ ﺿﻮﺋﻴﺔ، ﺑﺎﻟﺘﺎﻟﻲ ﺳﻴﺴﺘﻐﺮﻕ ﻭﺻﻮﻟﻪ ﺇﻟﻰ ﺍﻷﺭﺽ ﺃﺭﺑﻊ ﺳﻨﻮﺍﺕ ﻭﻧﺼﻒ."""
{f:5:Bernkastel},"""It would. In other words, even if the sun in Centaurus has already died, people on Earth wouldn't be able to perceive that fact for four and a half years. ......Because no method of perception exists that is faster than the speed of light.""","""That's right. In other words, even if the sun in Centaurus has already died, people on Earth won't be able to perceive that fact for four and a half years. ...Because no method of perception exists that is faster than the speed of light."" ","""That's right.  In other words, even if the sun in Centaurus has already died, people on Earth wouldn't be able to perceive that fact for four and a half years.  ......Because no method of perception exists that is faster than the speed of light.""",「そうね。つまり、ケンタウルスの太陽がすでになくなっているとしても、地球人は４年半の間、その事実を知覚できない。……光より早く知覚する手段は存在しないのだから。」,「そうね。つまり、ケンタウルスの太陽がすでになくなっているとしても、地球人は４年半の間、その事実を知覚できない。……光より早く知覚する手段は存在しないのだから」,"""Верно. Другими словами, даже если солнце в созвездии Кентавра уже умрёт, люди на Земле не воспримут этот факт в течение четырёх с половиной лет. ......Потому что не существует способов восприятия быстрее, чем скорость света.""","""Sim. Ou seja, mesmo que o sol em Centaurus já tenha morrido, as pessoas na Terra só seriam capazes de perceber este fato quatro anos e meio depois. ......Porque não existe nenhum método de percepção mais rápido que a velocidade da luz.""",「是呢。换言之，即使人马座的太阳早已消失，在四年半的时间里，地球人也无法感知到这个事实。……因为，不存在比光更快的感知手段。」,「是呢。換言之，即使人馬座的太陽早已消失，在四年半的時間裡，地球人也無法感知到這個事實。……因為，不存在比光更快的感知手段。」,"""Già. In altre parole, anche se il sole nel Centauro fosse già esploso, le persone sulla Terra non potrebbero vederlo prima di quattro anni e mezzo. ... Poiché non esiste un metodo di percezione più veloce della velocità della luce.""","""Cierto. En otras palabras, incluso si el sol de Centauro ya ha muerto, las personas de la Tierra no serían capaces de percibir ese hecho hasta cuatro años y medio después... Porque no hay un método de percepción más rápido que la velocidad de la luz.""","""ﺗﻤﺎﻣًﺎ. ﻭﺑﻌﺒﺎﺭﺓ ﺃﺧﺮﻯ، ﺣﺘﻰ ﻟﻮ ﺍﺧﺘﻔﺖ ﺍﻟﺸﻤﺲ ﻓﻲ ﻛﻮﻛﺒﺔ ﻗﻨﻄﻮﺭﺱ ﺑﺎﻟﻔﻌﻞ، ﻓﻠﻦ ﻳﻌﻠﻢ ﺳُﻜﺎﻥ ﺍﻷﺭﺽ ﻫﺬﻩ ﺍﻟﺤﻘﻴﻘﺔ ﻟﻤﺪﺓ ﺃﺭﺑﻊ ﺳﻨﻮﺍﺕ ﻭﻧﺼﻒ. ......ﻷﻧّﻪ ﻻ ﺗﻮﺟﺪ ﻭﺳﻴﻠﺔ ﻹﺩﺭﺍﻙِ ﺫﻟﻚ ﺃﺳﺮﻉ ﻣﻦ ﺳﺮﻋﺔ ﺍﻟﻀﻮﺀ."""
,At the time we learn that the sun in Centaurus exploded...,When we learn that the sun in Centaurus has exploded... ,"At the time we learn that the sun in Centaurus exploded...",ケンタウルスの太陽の爆発を知った時。,[=JP],"Когда же мы узнаем, что солнце в Кентавре взорвалось...",No momento em que descobrimos que o sol em Centaurus explodiu...,在获知人马座的太阳爆炸了的时候。,在獲知人馬座的太陽爆炸了的時候。,Nel momento in cui apprendiamo che il sole nel Centauro è esploso...,En el momento que comprendamos que el sol en Centauro explotó...,ﻋﻨﺪﻣﺎ ﻧﻌﻠﻢ ﺃﻥ ﺍﻟﺸﻤﺲ ﻓﻲ ﻗﻨﻄﻮﺭﺱ ﺍﻧﻔﺠﺮﺕ...
