Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"So, the appearance of Itouikukuro proves that my brother's memory had returned.","So, the appearance of Itouikukuro proves that my brother's memory had returned. "," So, the appearance of Itouikukuro proves that my brother's memory had returned.",つまり、伊藤幾九郎の登場は、兄の記憶が蘇ったことを示す。,つまり、伊藤幾九郎の登場は、兄の記憶が蘇ったことを示す。,"И появление Итойкукуро доказывает, что память моего брата вернулась.","Por isso, o aparecimento de Itouikukuro prova que meu irmão recuperou sua memória.",换言之，伊藤几九郎的登场，就代表着哥哥的记忆恢复了。,換言之，伊藤几九郎的登場，就代表著哥哥的記憶恢復了。,"Quindi, la comparsa di Itouikukuro prova che la memoria di mio Fratello era ritornata.","So, the appearance of Itouikukuro proves that my brother's memory had returned.",Así que la aparición de Itouikukuro prueba que la memoria de mi hermano había vuelto.,"So, the appearance of Itouikukuro proves that my brother's memory had returned.","So, the appearance of Itouikukuro proves that my brother's memory had returned.","So, the appearance of Itouikukuro proves that my brother's memory had returned.","So, the appearance of Itouikukuro proves that my brother's memory had returned."
,"Therefore, he can't excuse himself by saying that he didn't remember me.","Therefore, he can't excuse himself by saying that he didn't remember me. "," Therefore, he can't excuse himself by saying that he didn't remember me.",だから、私のことを忘れてたなどという言い訳は出来ない。,だから、私のことを忘れてたなどという言い訳は出来ない。,"Поэтому он не может оправдаться, сказав, что не вспомнил меня.","Sendo assim, ele não pode dar nenhuma desculpa dizendo que não se lembra.",所以，不可能有忘了我这样的借口。,所以，不可能有忘了我這樣的藉口。,"Pertanto, non può avere la scusa dicendo che non si ricordava di me.","Therefore, he can't excuse himself by saying that he didn't remember me.","Por lo tanto, no puede excusarse a sí mismo diciendo que no me recordaba.","Therefore, he can't excuse himself by saying that he didn't remember me.","Therefore, he can't excuse himself by saying that he didn't remember me.","Therefore, he can't excuse himself by saying that he didn't remember me.","Therefore, he can't excuse himself by saying that he didn't remember me."
,"In fact, no, ...he isn't trying to make excuses.","In fact, in reality, he didn't try to make excuses. "," In fact, in reality, he didn't try to make excuses.",いや、実際、言い訳はしてない。,いや、実際、言い訳はしてない。,"По правде говоря, он и не искал оправдание.","Na verdade, não, ...ele não está tentando dar desculpas.",不，实际上，并不是找借口。,不，實際上，並不是找藉口。,"In effetti in realtà, lui non ha provato a scusarsi.","In fact, no, ...he isn't trying to make excuses.","De hecho, en realidad no intentó poner excusas.","In fact, no, ...he isn't trying to make excuses.","In fact, no, ...he isn't trying to make excuses.","In fact, no, ...he isn't trying to make excuses.","In fact, no, ...he isn't trying to make excuses."
,"On the contrary, he's openly saying that he refused to meet me, even though he knew who I was.","On the contrary, he's openly said that he refused to meet me, even though he knew who I was. "," On the contrary, he's openly said that he refused to meet me, even though he knew who I was.",それどころか、私だと知っていて、面会を拒んだとはっきりと言っている。,それどころか、私だと知っていて、面会を拒んだとはっきりと言っている。,"Напротив, он открыто сказал, что отказался встретиться со мной даже несмотря на то, что знал, кто я.","Pelo contrário, ele está dizendo abertamente que se recusou a me encontrar, mesmo sabendo que era eu.",他甚至还清楚地说了是明明知道是我，还拒绝了会面。,他甚至還清楚地說了是明明知道是我，還拒絕了會面。,"Al contrario, ha apertamente detto che rifiutò d'incontrarmi, nonostante sapesse chi fossi.","On the contrary, he's openly saying that he refused to meet me, even though he knew who I was.","Al contrario, dijo abiertamente que se negó a verme, incluso sabiendo quién era.","On the contrary, he's openly saying that he refused to meet me, even though he knew who I was.","On the contrary, he's openly saying that he refused to meet me, even though he knew who I was.","On the contrary, he's openly saying that he refused to meet me, even though he knew who I was.","On the contrary, he's openly saying that he refused to meet me, even though he knew who I was."
Hachijo Tohya,""".........Looking back, ...I regret what I did.""","""......Looking back, ...I regret what I did."" ",""".........Looking back, ...I regret what I did.""",「………今となっては、後悔しています。」,「………今となっては、後悔しています」,""".........Я... сожалею о том, что сделал.""",""".........Pensando nisso, ...eu me arrependo pelo que fiz.""",「………现在，我很后悔。」,「………現在，我很後悔。」,"""... Guardando indietro... rimpiango ciò che ho fatto.""",""".........Looking back, ...I regret what I did.""","""... Mirando atrás... me arrepiento de lo que hice.""",""".........Looking back, ...I regret what I did.""",""".........Looking back, ...I regret what I did.""",""".........Looking back, ...I regret what I did.""",""".........Looking back, ...I regret what I did."""
Ushiromiya Ange,"""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?""","""You regret it...?!! Did you ever try thinking about how I felt?! For decades, ...for most of my life...! Do you realize what feelings I had to live with...?"" ","""You regret it...?!! Did you ever try thinking about how I felt?! For decades, ...for most of my life...! Do you realize what feelings I had to live with......?""",「後悔って…！！　私の気持ちを考えたことはあるんですか？！　この数十年間、……人生のほとんどを！　どんな気持ちで私が過ごしてきたか……。」,「後悔って…！！　私の気持ちを考えたことはあるんですか？！　この数十年間、……人生のほとんどを！　どんな気持ちで私が過ごしてきたか……」,"""{i:Сожалеешь}?! Ты хотя бы подумал, каково мне?! Десятилетия... большую часть жизни!.. Ты понимаешь, с какими чувствами я жила?..""","""Você se {i:arrepende}...?! Ao menos chegou a pensar em como eu me sentia?! Por décadas, ......pela maior parte da minha vida...! Você percebe com quais sentimentos eu tive que conviver......?""",「后悔…！！你考虑过我的心情吗？！这数十年间，……人生的大半！我是以怎样的心情度过的……？」,「後悔…！！你考慮過我的心情嗎？！這數十年間，……人生的大半！我是以怎樣的心情度過的……？」,"""Lo rimpiangi...?!! Hai mai provato a pensare a come mi sono sentita?! {n}Per decenni... per la maggior parte della mia vita...! Capisci con quali sentimenti ho dovuto vivere...?""","""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?""","""¡¡¿Te {i:arrepientes}?!!... ¡¿Has pensado alguna vez cómo me he sentido?! Por décadas... ¡por casi toda mi vida!... ¿Te das cuenta de con qué sentimientos he tenido que vivir?...""","""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?""","""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?""","""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?""","""You {i:regret} it...?!! Did you ever try thinking about how I felt?! For decades, ......for most of my life...! Do you realize what feelings I had to live with......?"""
,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.,Various emotions swirled inside of me. I realized that I wasn't in control of them anymore. ,"Various emotions swirled inside of me. I realized that I wasn't in control of them anymore.",私の中の様々な感情がぐるぐると渦巻く。感情がコントロールできなくなっていることを自覚する。,私の中の様々な感情がぐるぐると渦巻く。{n}感情がコントロールできなくなっていることを自覚する。,"Внутри меня бушевали различные эмоции.{n}Я поняла, что больше не контролирую их.",Várias emoções dentro de mim se agitaram.{n}Eu percebi que não tinha mais controle sobre elas.,在我心中的各种感情卷在一起。{n}我发现自己已经不能控制感情。,在我心中的各種感情卷在一起。{n}我發現自己已經不能控制感情。,Varie emozioni turbinarono dentro di me. Capii che non le controllavo più.,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.,Varias emociones se arremolinaron dentro de mí.{n}Me di cuenta de que ya no podía controlarlas más.,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.,Various emotions swirled inside of me.{n}I realized that I wasn't in control of them anymore.
,"I could only moan, to prevent myself from saying something I'd regret...","I could only moan, to prevent myself from saying something I'd regret... "," I could only moan, to prevent myself from saying something I'd regret...",私は失言や暴言を口にしないよう、代わりに嗚咽を漏らすしかなかった…。,私は失言や暴言を口にしないよう、代わりに嗚咽を漏らすしかなかった…。,"Мне оставалось только стонать, чтобы не сказать то, о чём я буду жалеть...","Eu só conseguia gemer, para me segurar de dizer algo que eu pudesse acabar me arrependendo...",为了不再失言和说出太过分的话，我只能转为呜咽…。,為了不再失言和說出太過分的話，我只能轉為嗚咽…。,"Potevo solo gemere, per evitare di dire qualcosa di cui mi sarei pentita...","I could only moan, to prevent myself from saying something I'd regret...","Solo podía gruñir, para evitar decir algo de lo que me arrepentiría...","I could only moan, to prevent myself from saying something I'd regret...","I could only moan, to prevent myself from saying something I'd regret...","I could only moan, to prevent myself from saying something I'd regret...","I could only moan, to prevent myself from saying something I'd regret..."
Hachijo Tohya,"""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier...""","""I feel deeply ashamed for doing something so cruel to you. ...That's why I've searched for you ever since then. For your sake and for mine, ...I should have met you much earlier..."" ","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine......I should have met you much earlier...""",「あなたに、酷いことをしたと、今は深く後悔しています。……ですから、あなたをあれから、ずっと探していました。あなたにとっても、私にとっても、……もっと早くに、出会うべきでした…。」,「あなたに、酷いことをしたと、今は深く後悔しています。……ですから、あなたをあれから、ずっと探していました。あなたにとっても、私にとっても、……もっと早くに、出会うべきでした…」,"""Мне очень стыдно за то, что я так жестоко с тобой обошёлся. ......Вот почему с тех пор я искал тебя. Ради тебя и ради себя...... я должен был встретиться с тобой гораздо раньше...""","""Eu me senti profundamente envergonhado por ter feito algo tão cruel a você. ......É por isso que eu a tenho procurado desde então. Por você e por mim, ......eu deveria tê‐la encontrado muito mais cedo...""",「对你做了过分的事，我现在深深地后悔着。……所以，从那之后，我一直在寻找你。对你来说，对我来说，……都应该更早见面的…」,「對你做了過分的事，我現在深深地後悔著。……所以，從那之後，我一直在尋找你。對你來說，對我來說，……都應該更早見面的…」,"""Mi vergogno profondamente per averle fatto qualcosa di così crudele. {n}È per questo che l'ho cercata da allora. Per il suo bene e per il mio... avrei dovuto incontrarla molto prima...""","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier...""","""Me siento profundamente avergonzado por hacerte algo tan cruel... Por eso te he buscado desde entonces. Por tu bien y por el mío... deberíamos habernos visto mucho antes...""","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier...""","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier...""","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier...""","""I feel deeply ashamed for doing something so cruel to you. ......That's why I've searched for you ever since then. For your sake and for mine, ......I should have met you much earlier..."""
Ushiromiya Ange,""".........Then why.........wouldn't you meet me then.........?""","""......Then why...wouldn't you meet me then......?"" ",""".........Then why......why wouldn't you meet me then.........?""",「………ならなぜ、………あの時、会ってくれなかったんですか………。」,「………ならなぜ、………あの時、会ってくれなかったんですか………」,""".........Тогда почему...... почему ты не встретился со мной?..""",""".........Então, por que.........não me encontrou.........?""",「………那么为什么，………那时不肯见我呢………？」,「………那麼為什麼，………那時不肯見我呢………？」,"""... Allora perché... perché non mi hai incontrata allora...?""",""".........Then why.........wouldn't you meet me then.........?""","""... Entonces, ¿por qué...? ¿por qué no te encontraste conmigo?...""",""".........Then why.........wouldn't you meet me then.........?""",""".........Then why.........wouldn't you meet me then.........?""",""".........Then why.........wouldn't you meet me then.........?""",""".........Then why.........wouldn't you meet me then.........?"""
Hachijo Ikuko,"""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident.""","""...Miss Kotobuki, ...as I said before, ...his memory was damaged. No, perhaps I should say that his brain was damaged. It's an aftereffect of the accident."" ","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. No, perhaps I should say that his brain has been damaged. It's an aftereffect of the accident.""",「……寿先生。……先ほどもお話しました通り、……彼は記憶障害を持っています。いえ、脳障害と言った方が良いでしょう。事故の後遺症です。」,「……寿先生。……先ほどもお話しました通り、……彼は記憶障害を持っています。事故の後遺症です」,"""......Мисс Котобуки. ......Как я уже сказала...... его память была повреждена. Хотя нет, следует сказать, что ущерб был нанесён его мозгу. Это последствие того инцидента.""","""......Kotobuki‐sensei. ......Como eu disse, ......a memória dele foi danificada. Foi um efeito posterior do acidente.""",「……寿老师。……之前已经说过了，……他有着记忆障碍。不，应该说是大脑障碍才对。是事故的后遗症。」,「……壽老師。……之前已經說過了，……他有著記憶障礙。不，應該說是大腦障礙才對。是事故的後遺症。」,"""... Miss Kotobuki. ... Come ho detto prima... la sua memoria venne danneggiata. No, forse dovrei dire che è stato il suo cervello ad essere danneggiato, è una conseguenza dell'incidente.""","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident.""","""... Señorita Kotobuki... Como dije antes... su memoria está dañada. No, quizás debería decir que su cerebro ha sido dañado... Es un efecto secundario del accidente.","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident.""","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident.""","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident.""","""......Miss Kotobuki. ......As I said before, ......his memory has been damaged. It was an aftereffect of the accident."""
Ushiromiya Ange,"""But his memory came back, didn't it......?!""","""But his memory came back just the same, didn't it...?!"" ","""But his memory came back just the same, didn't it......?!""",「それでもっ、記憶は戻ったじゃありませんかっ……！」,「それでもっ、記憶は戻ったじゃありませんかっ……！」,"""Но его память ведь вернулась?!""","""Mas a memória dele voltou, não......?!""",「但是，记忆不是已经恢复了吗……！」,「但是，記憶不是已經恢復了嗎……！」,"""Ma la sua memoria è tornata esattamente come prima, no...?!""","""But his memory came back, didn't it......?!""","""¡Pero su memoria volvió igualmente, ¿verdad?!""","""But his memory came back, didn't it......?!""","""But his memory came back, didn't it......?!""","""But his memory came back, didn't it......?!""","""But his memory came back, didn't it......?!"""
Hachijo Ikuko,"""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""","""...Yes, his memory came back. However, that did not remove the aftereffects of the damage."" ","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""",「……えぇ、記憶は戻りました。ただ、それでも障害の後遺症は治りませんでした。」,「……えぇ、記憶は戻りました。ただ、それでも後遺症は治りませんでした」,"""......Да, вернулась. Но это не устранило последствий повреждения.""","""......Sim, a memória dele voltou. Contudo, isso não eliminou os efeitos posteriores do dano.""",「……对，记忆是恢复了。但是，即便如此障碍的后遗症也没能治好。」,「……對，記憶是恢復了。但是，即便如此障礙的後遺症也沒能治好。」,"""... Sì, la sua memoria è tornata. Tuttavia, non ha rimosso le conseguenze del danno.""","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""","""... Sí, su memoria volvió. Sin embargo, eso no hizo desaparecer los efectos secundarios del daño.""","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage.""","""......Yes, his memory came back. However, that did not remove the aftereffects of the damage."""
Hachijo Tohya,"""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own.""","""I have Ushiromiya Battler's memories. ...However, because of the damage to my brain, I can't think of those as my own."" ","""I have Ushiromiya Battler's memories. ......However, because of the damage to my brain, I can't think of those as my own.""",「私は、右代宮戦人の記憶を持っています。……ですが、それが自分のことと、思えないという、脳の病気なのです。」,「私は、右代宮戦人の記憶を持っています。……ですが、それが自分のことと、思えない、受け容れられないのです」,"""У меня есть воспоминания Уширомии Баттлера. ......Но из‐за повреждения мозга я не могу считать их своими.""","""Eu tenho as memórias de Ushiromiya Battler. ......Mas, quando eu penso sobre elas......eu não consigo aceitá‐las......como sendo minhas.""",「我有着右代宫战人的记忆。……但是有着，并不认为他就是自己的，大脑的病。」,「我有著右代宮戰人的記憶。……但是有著，並不認為他就是自己的，大腦的病。」,"""Io ho i ricordi di Ushiromiya Battler. ... Tuttavia, a causa del danno al cervello, non riesco a pensare ad esse come se fossero mie.""","""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own.""","""Tengo los recuerdos de Ushiromiya Battler. Sin embargo, debido a mi trastorno cerebral, no puedo pensar en esos recuerdos como míos.""","""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own.""","""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own.""","""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own.""","""I have Ushiromiya Battler's memories. ......However, I can't think of those......can't accept those......as my own."""
Ushiromiya Ange,"""............Can't think of those.........as your own......?""","""......Can't think of those......as your own...?"" ",""".........Can't think of those.........as your own......?""",「…………自分のことと、………思えない……？」,「…………自分のことと、………思えない……？」,""".........Не можешь считать их......... своими?..""","""............Não consegue pensar.........como suas......?""",「…………不认为他，………就是自己……？」,「…………不認為他，………就是自己……？」,"""... Non riesci a pensare ad esse... come tue...?""","""............Can't think of those.........as your own......?""","""¿No puedes pensar en esos recuerdos... como si fueran tuyos?...""","""............Can't think of those.........as your own......?""","""............Can't think of those.........as your own......?""","""............Can't think of those.........as your own......?""","""............Can't think of those.........as your own......?"""
Hachijo Tohya,"""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.""","""...Yes. ...It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else. ","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.",「……はい。……確かに私は、島を脱出した前後のことは、今でも記憶があやふやです。しかし、それ以外のことはほとんどを思い出しました。,「……はい。……確かに私は、島を脱出した前後のことは、今でも記憶があやふやです。しかし、それ以外のことはほとんどを思い出しました」,"""......Да. ......Мои воспоминания о побеге с острова действительно по‐прежнему расплывчаты. Но я вспомнил почти всё остальное.""","""......Não. ......É verdade que minha memória sobre como escapei da ilha ainda é confusa. Mas eu já me lembrei de quase tudo.""",「……是的。……的确我现在还记不太清，离开岛那时候的事。但是，此外的事基本都回忆起来了。」,「……是的。……的確我現在還記不太清，離開島那時候的事。但是，此外的事基本都回憶起來了。」,"""... Sì. ... È vero che il ricordo della mia fuga dall'isola è ancora confuso. {n}Tuttavia ho ricordato quasi tutto il resto.","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.""","""... Sí. Es cierto que mis recuerdos de mi escape de la isla son un poco vagos. Sin embargo, he recordado casi todo lo demás.""","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.""","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.""","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else.""","""......Yes. ......It's true that my memory of my escape from the island is still hazy. However, I've remembered almost everything else."""
Hachijo Tohya,""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park.""","......Like how those pink hair ornaments of yours that you treasure so much...were something I won for you at the game corner in that amusement park."" "," .........Things like how those pink hair ornaments of yours that you treasure so much...were something I won for you at the game corner in that amusement park.""",………たとえば、あなたが大事にしていたピンクの髪飾りは、私が遊園地のゲームコーナーで取ってあげたものだとか。」,「………たとえば、あなたが大事にしていたピンクの髪飾りは、私が遊園地のゲームコーナーで取ってあげたものだとか」,""".........К примеру, то, что эти розовые резинки, которыми ты так дорожишь, я выиграл для тебя в игровом углу того парка аттракционов.""",""".........Coisas sobre como você valorizava tanto aquele seu adereço rosa de cabelo...era algo que eu ganhei para você em um jogo do gancho naquele parque de diversões.""",「………比如说，你很重视的那个粉色的发饰，是我在游乐园的游戏厅为你夹到的。」,「………比如說，你很重視的那個粉色的髮飾，是我在游樂園的游戲廳為你夾到的。」,"... Cose come quei tuoi accessori per capelli di cui facevi così tanto tesoro... sono qualcosa che io ho vinto per te all'angolo giochi del parco divertimenti.""",""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park.""","""... Cosas como esos adornos rosa para el pelo que atesoras tanto... son algo que gané para ti en la zona de juegos de aquel parque de atracciones.""",""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park.""",""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park.""",""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park.""",""".........Things like how those pink hair ornaments of yours that you treasured so much...were something I won for you at the game corner in that amusement park."""
Ushiromiya Ange,"""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""","""Yes, that's right. They're a treasure from when I was a child. ...I still keep them with me in my handbag..."" ","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""",「えぇ、そうです。私の子供の頃の宝物です。……今もこうしてハンドバッグの中に、大事にしまっています…。」,「えぇ、そうです。私の子供の頃の宝物です。……今もこうしてハンドバッグの中に、大事にしまっています…」,"""Да, верно. Они сокровище из моего детства. ......Я до сих пор ношу их с собой в сумке...""","""Sim, isso mesmo. Eles eram um tesouro quando eu era criança. ......Eu ainda o guardo na minha bolsa...""",「嗯，是这样的。那是我孩童时期的宝物。……现在也还放在手包中，好好地保管着…」,「嗯，是這樣的。那是我孩童時期的寶物。……現在也還放在手包中，好好地保管著…」,"""Sì, è esatto. Sono un tesoro di quando ero bambina. ... Li tengo ancora con me nella mia borsa...""","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""","""Sí, es cierto. Son un tesoro de cuando era una niña. Aún los llevo conmigo en el bolso...""","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag...""","""Yes, that's right. They're a treasure from when I was a child. ......I still keep them with me in my handbag..."""
Hachijo Tohya,"""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—""","""I remember a lot more besides that. ...I remember you giving Mom trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ...And when-"" ","""I remember a lot more besides that. ......I remember you giving Mom trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when-""",「他にも、いろいろ。……あなたがひじきが嫌いでお母さんを困らせていたことや。それを私のお皿に移して誤魔化そうとしたことや。……他にも、」,「他にも、いろいろ。……あなたがひじきが嫌いでお母さんを困らせていたことや。それを私のお皿に移して誤魔化そうとしたことや。……他にも、」,"""Я помню и многое другое. ......Помню, как ты причиняла маме беспокойства, потому что ненавидела есть морскую капусту. Помню, как ты пыталась сбросить капусту мне в тарелку и обхитрить её. ......И когда‐""","""Eu lembro de muitas coisas além disso. ......Eu lembro que você causava problemas à mãe porque odiava comer {i:hijiki}. Eu lembro que você tentava passar elas para o meu prato e enganar ela. ......E quando—""",「其它还有，很多很多。……你很讨厌羊栖菜让母亲很头疼，然后把我的盘子换过来打算混过去。……其它还有，」,「其它還有，很多很多。……你很討厭羊栖菜讓母親很頭疼，然後把我的盤子換過來打算混過去。……其它還有，」,"""Ricordo molte cose a parte quella. ... Ricordo come davi i problemi a Mamma perché odiavi mangiare le alghe. Ricordo che provasti a spostarle nel mio piatto per ingannarla. ... E quando-""","""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—""","""Recuerdo mucho más además de eso. Recuerdo cuando le dabas problemas a mamá porque odiabas comer algas. Recuerdo que intentabas echarlo en mi plato para engañarla. Y cuando—""","""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—""","""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—""","""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—""","""I remember a lot more besides that. ......I remember you giving Mother trouble because you hated eating seaweed. I remember that you tried to move it to my plate and trick her. ......And when—"""
Ushiromiya Ange,"""If you remember that much, .........then why can't you think of those memories as your own...?""","""If you remember that much, ...then why can't you think of those memories as your own...?"" ","""If you remember that much, ......then why can't you think of those memories as your own...?""",「そこまで覚えていて、………どうして、自分の記憶と思えないのですか…。」,「そこまで覚えていて、………どうして、自分の記憶と思えないのですか…」,"""Раз ты столько помнишь...... почему ты не можешь считать эти воспоминания своими?..""","""Se você se lembra disso tudo, .........então por que não consegue pensar nessas memórias como suas...?""",「连这些都记得，………为什么，不认为那是自己的记忆呢…」,「連這些都記得，………為什麼，不認為那是自己的記憶呢…」,"""Se ricordi così tanto... allora perché non riesci a pensare a quelle memorie come se fossero tue...?""","""If you remember that much, .........then why can't you think of those memories as your own...?""","""Si recuerdas todo eso... ¿por qué no puedes pensar en esos recuerdos como si fueran tuyos?...""","""If you remember that much, .........then why can't you think of those memories as your own...?""","""If you remember that much, .........then why can't you think of those memories as your own...?""","""If you remember that much, .........then why can't you think of those memories as your own...?""","""If you remember that much, .........then why can't you think of those memories as your own...?"""
