Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
{f:5:Beatrice},"""......Red that I deliberately don't use is in itself a fitting use of red. You called it my red treasured sword. A pleasant analogy. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed.""","""...Choosing not to use the red is another way of using it. You called it my red treasured sword. A pleasant metaphor. I will use it too. ...A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed."" ","""......Red words that I don't have to use are a kind of red words in themselves. You called it my red treasured sword. A pleasant example. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed.""",「……敢えて使わぬ赤もまた、赤らしい使い方よ。そなたは赤き宝刀と呼んだな。愉快な例えよ。妾も使おう。……宝刀は抜かぬ内が花よ。むしろ抜かぬことによって醸せる畏怖というものもある。」,「……敢えて使わぬ赤もまた、赤らしい使い方よ。そなたは赤き宝刀と呼んだな。愉快な例えよ。妾も使おう。……宝刀は抜かぬ内が花よ。むしろ抜かぬことによって醸せる畏怖というものもある」,"""......Красные слова, которым мне нет нужды пользоваться, сами по себе являются красными словами. Ты назвал красную правду сокровенным мечом. Приятное сравнение. Я тоже возьму его на заметку. ......Сокровенный меч выступает в лучшем своём качестве, когда покоится в ножнах. Более того, случается, он может наводить ещё больший страх уже потому, что находится в ножнах.""","""......O vermelho que eu deliberadamente não uso, por si só, é um vermelho. Você chamou isso de minha preciosa espada vermelha. Uma agradável analogia. Usarei isso também. ......Uma preciosa espada é melhor quando está embainhada. De fato, há momentos em que posso instigar mais medo porque eu a evitei de usar.""",「……敢于不用红字，也是红字正确的使用方法。汝将此称为赤红的宝刀。是个畅快的比喻呢。妾身也拿来一用。……宝刀在不出鞘时最是威风哦。倒不如说，也是有通过不拔刀才能酝酿出来的畏惧的。」,「……敢於不用紅字，也是紅字正確的使用方法。汝將此稱為赤紅的寶刀。是個暢快的比喻呢。妾身也拿來一用。……寶刀在不出鞘時最是威風哦。倒不如說，也是有通過不拔刀才能醞釀出來的畏懼的。」,"""... Le parole rosse che per me non è necessario usare sono un tipo a parte di parole rosse. Le hai chiamate la mia preziosa spada rossa. Un piacevole esempio. Lo userò anch'io. ... È meglio che una spada preziosa rimanga inguainata. Poiché a volte può incutere ancora più paura di quando è sguainata.""","""......Red that I deliberately don't use is in itself a fitting use of red. You called it my red treasured sword. A pleasant analogy. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed.""","""... El rojo que deliberadamente no utilizo es en sí mismo un uso adecuado del rojo. Tú la llamaste mi preciada espada roja. Una simpática analogía. Yo también la usaré... Una espada está en su mejor momento cuando está envainada. De hecho, hay veces que puede infundir aún más miedo porque está envainada.""","""...ﺍﺧﺘﻴﺎﺭ ﻋﺪﻡ ﺍﺳﺘﺨﺪﺍﻡ ﺍﻟﺤﻘﻴﻘﺔ ﺍﻟﺤﻤﺮﺍﺀ ﻫﻲ ﻃﺮﻳﻘﺔ ﺃﺧﺮﻯ ﻻﺳﺘﺨﺪﺍﻣﻬﺎ. ﺃﻟﻢ ﺗﺪﻋُﻬﺎ ﺑﺴﻴﻔﻲ ﺍﻷﺣﻤﺮ ﺍﻟﺜﻤﻴﻦ. ﻛﻨﺎﻳﺔ ﻟﻄﻴﻔﺔ. ﺳﺄﺩﻋﻮﻫﺎ ﻫﻜﺬﺍ ﺃﻳﻀًﺎ. ......ﻓﺎﻟﺴﻴﻒ ﺍﻟﺜﻤﻴﻦ... ﺟﻤﺎﻟﻪ ﻓﻲ ﺃﻻ ﻳُﺴﺘﻞّ ﻋﺒﺜﺎً. ﺑﻞ ﻳﻜﻔﻲ ﻭﺟﻮﺩﻩ ﻟﻴُﺮﻫﺐ ﺍﻟﻘﻠﻮﺏ.""","""......Red that I deliberately don't use is in itself a fitting use of red. You called it my red treasured sword. A pleasant analogy. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed.""","""......Red that I deliberately don't use is in itself a fitting use of red. You called it my red treasured sword. A pleasant analogy. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed.""","""......Red that I deliberately don't use is in itself a fitting use of red. You called it my red treasured sword. A pleasant analogy. I will use it too. ......A treasured sword is at its best when it is sheathed. In fact, there are times it can instill even more fear because it is sheathed."""
Ushiromiya Battler,"""That's right. ...As I fight, I always have to keep in mind when you might turn everything over with those red words. It's some pretty serious pressure.""","""That's right. ...As I fight, I always have to keep in mind whether you might spin everything around with those red words. It's some pretty serious pressure."" ","""That's right. ...As I fight, I always have to keep in mind whether you might turn everything over with those red words. It's some pretty serious pressure.",「そうだな。…俺はお前がいつ赤で引っ繰り返してくるか、常に念頭に置いて戦わなければならない。こいつは偉ぇプレッシャーだ。,「そうだな。…俺はお前がいつ赤で引っ繰り返してくるか、常に念頭に置いて戦わなければならない。こいつは偉ぇプレッシャーだ」,"""Да уж. ...Во время сражения я всегда должен мысленно учитывать, что ты можешь развернуть ситуацию красными словами. Довольно‐таки серьёзное давление.""","""Isso mesmo. ...Enquanto luto, eu preciso sempre manter em mente que você pode deixar tudo de cabeça pra baixo com suas palavras vermelhas. É uma pressão bem séria.""",「也是。…我是不得不边想着，不知你何时会用红字翻盘，边与你战斗呢。这可是个不轻的精神包袱啊。」,「也是。…我是不得不邊想著，不知你何時會用紅字翻盤，邊與你戰鬥呢。這可是個不輕的精神包袱啊。」,"""Già. ... Combattendo, devo sempre tenere a mente se tu puoi cambiare tutto con quelle parole rosse. È una pressione pesante.","""That's right. ...As I fight, I always have to keep in mind when you might turn everything over with those red words. It's some pretty serious pressure.""","""Así es... Mientras peleo, siempre tengo que tener en cuenta en qué momento podrías ponerlo todo patas arriba con esas palabras rojas. Es una presión bastante seria.""","""ﻫﺬﺍ ﺻﺤﻴﺢ. ...ﻳﺠﺐ ﺃﻥ ﺃﺿﻊ ﻓﻲ ﺍﻟﺤﺴﺒﺎﻥ ﺩﺍﺋﻤًﺎ ﺃﻧﻚِ ﻗﺪ ﺗﺤﺎﻭﻟﻴﻦ ﻧﺴﺞ ﻛﻞ ﺷﻲﺀٍ ﺑﺎﻟﻜﻠﻤﺎﺕ ﺍﻟﺤﻤﺮﺍﺀ ﻭﻗﻠﺐ ﺍﻟﻄﺎﻭﻟﺔ ﻋﻠﻲ. ﻳﺎ ﻟﻪ ﻣﻦ ﺣﻤﻞٍ ﺛﻘﻴﻞ.""","""That's right. ...As I fight, I always have to keep in mind when you might turn everything over with those red words. It's some pretty serious pressure.""","""That's right. ...As I fight, I always have to keep in mind when you might turn everything over with those red words. It's some pretty serious pressure.""","""That's right. ...As I fight, I always have to keep in mind when you might turn everything over with those red words. It's some pretty serious pressure."""
Ushiromiya Battler,"""......And there are times when having a repetition declined makes things harder for me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want.""","""...And there are also times when you make things pretty tough by refusing to repeat after me. ...Those times, I can't tell if you can't repeat because my guess was right, or if you're just misleading me and letting me flounder about. ","......And there are also times when you make things pretty tough by refusing to repeat after me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want. ",……それに、復唱を拒否される方が辛い場合もある。…何しろ、俺の読みが正しいから拒否できないのか、ミスリードにはまって泳がされてるのか区別がつかないからな。,「……それに、復唱を拒否される方が辛い場合もある。…何しろ、俺の読みが正しいから拒否できないのか、ミスリードにはまって泳がされてるのか区別がつかないからな」,"""......Также нельзя сбрасывать со счетов, что ты можешь усложнить мне задачу отказом повторить сказанное мною. ...В такие моменты я не могу определить, заключается ли причина твоего отказа в моей правоте, или же ты водишь меня за нос и позволяешь мне думать то, что я хочу.""","""......E também há momentos em que ter uma repetição negada deixa as coisas mais difíceis para mim. ...Nesses momentos, eu não consigo dizer se você não vai repetir porque eu estou certo, ou se você está apenas me enganado e deixando com que eu pense o que eu quiser.""",「……而且，被拒绝复述的那方也有难办的时候。…毕竟没法区分，这是因为我算准了，才无法复述，还是你设了个套在故意误导我。」,「……而且，被拒絕複述的那方也有難辦的時候。…畢竟沒法區分，這是因為我算準了，才無法複述，還是你設了個套在故意誤導我。」,"... E ci sono anche volte in cui fai le cose difficili rifiutandoti di ripetere le mie frasi. ... In quelle volte, non riesco a capire se non puoi ripetere perché ho azzeccato, o se mi stai fuorviando, lasciandomi pensare ciò che voglio.","""......And there are times when having a repetition declined makes things harder for me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want.""","""... Y hay veces en que las cosas se ponen bastante difíciles al negarte a repetir lo que te pido... Esas veces, no puedo decir si no puedes repetir porque mi suposición fue correcta, o si me estás engañando y dejando que piense lo que quiera.""","""......ﻭﺃﻳﻀًﺎ ﻳﺼﺒﺢ ﺍﻷﻣﺮ ﺃﻛﺜﺮ ﺻﻌﻮﺑﺔ ﻋﻨﺪﻣﺎ ﺗﺮﻓﻀﻴﻦ ﺗﻜﺮﺍﺭ ﻣﺎ ﺃﻗﻮﻝ. ...ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺎﺕ، ﻻ ﺃﺩﺭﻱ ﺇﻥ ﻛﻨﺖِ ﻋﺎﺟﺰﺓً ﻋﻦ ﺍﻟﺘﻜﺮﺍﺭ ﻷﻥ ﺗﺨﻤﻴﻨﻲ ﻛﺎﻥ ﺻﺎﺋﺒًﺎ، ﺃﻡ ﺃﻧﻚِ ﺗﺘﻌﻤﺪﻳﻦ ﺗﻀﻠﻴﻠﻲ، ﺗﺎﺭﻛﺔً ﺇﻳﺎﻱ ﺃﺗﺨﺒﻂ ﻓﻲ ﻇﻨﻮﻧﻲ.""","""......And there are times when having a repetition declined makes things harder for me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want.""","""......And there are times when having a repetition declined makes things harder for me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want.""","""......And there are times when having a repetition declined makes things harder for me. ...Those times, I can't tell whether you can't repeat because my guess was right, or whether you're just misleading me and letting me think whatever I want."""
Ushiromiya Battler,"""...In that sense, yes, I see. A sheathed treasured sword.""","If you think of it that way, yeah. It's a sheathed treasured sword."" ","If you think of it that way, I see. A sheathed treasured sword.""",…そういう意味では、なるほど。抜かずの宝刀ってわけだ。」,「…そういう意味では、なるほど。抜かずの宝刀ってわけだ」,"""Если размышлять об этом в таком ключе, понятно. Сокровенный меч в ножнах.""","""...Nesse sentido, sim, eu entendo. Uma preciosa espada embainhada.""",「…以这层意思来讲的话，原来如此。确实是不出鞘的宝刀。」,「…以這層意思來講的話，原來如此。確實是不出鞘的寶刀。」,"Se la pensi in questo modo, lo capisco. Una spada preziosa, foderata.""","""...In that sense, yes, I see. A sheathed treasured sword.""","""... En ese sentido, sí, ya veo. Una preciada espada envainada.""","""...ﻣﻦ ﺍﻟﺠﻴﺪ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺍﻷﻣﺮ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ، ﺃﺟﻞ. ﺇﻧﻪ ﺳﻴﻒٌ ﺛﻤﻴﻦٌ ﻓﻲ ﻏﻤﺪﻩ.""","""...In that sense, yes, I see. A sheathed treasured sword.""","""...In that sense, yes, I see. A sheathed treasured sword.""","""...In that sense, yes, I see. A sheathed treasured sword."""
{f:5:Beatrice},"""............What does it matter? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come...""","""......So what? If I'm going to push you off a cliff anyway, best to let you climb a bit higher first. ...We have still barely begun. Much is left to come..."" ",""".........Wha-t's wrong? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come...",「…………なぁに。同じ突き落とすなら、少しでも高いところに行かせてからに限る。…まだ始まったばかりよ。まだまだな…。,「…………なぁに。同じ突き落とすなら、少しでも高いところに行かせてからに限る。…まだ始まったばかりよ。まだまだな…」,""".........В чё‐ём дело? Я так и так столкну тебя с горы, так почему бы сначала не позволить тебе забраться повыше. ...Мы едва только начали. Всё ещё впереди...""","""............O que isso significa? Se eu for empurrá‐lo no penhasco, também posso acabar deixando você escalar um pouco mais do que antes. ...Nós mal estamos começando. Muito ainda está por vir...""",「…………怎么。同样是把人推下山，当然是要让之尽可能地爬得高点，再推下去才好哦。…才刚刚开始哟。还早还早…」,「…………怎麼。同樣是把人推下山，當然是要讓之盡可能地爬得高點，再推下去才好哦。…才剛剛開始喲。還早還早…」,"""... Che c'è? Se ti devo comunque spingere in un burrone, potrei anche farti salire un po' di più prima di farlo. ... Abbiamo appena cominciato. C'è ancora molto che deve accadere...","""............What does it matter? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come...""","""... ¿Qué importa? Si te voy a empujar por un precipicio de todos modos, también podría dejarte subir un poco más alto primero... Apenas hemos empezado. Queda mucho por venir...""","""...ﻭﻣﺎ ﺍﻟﻔﺮﻕ؟ ﻟﻮ ﻛﻨﺖُ ﺳﺄﺩﻓﻌﻚ ﻣﻦ ﺣﺎﻓﺔ ﻣﻨﺤﺪﺭ، ﻓﺄﻓﻀﻞ ﺃﻥ ﺃﺩﻓﻌﻚ ﻣﻦ ﺃﻋﻠﻰ ﺍﺭﺗﻔﺎﻉٍ ﻣﻤﻜﻦ... ...ﺑﺎﻟﻜﺎﺩ ﺑﺪﺃﻧﺎ. ﻻ ﻳﺰﺍﻝ ﻫﻨﺎﻙ ﺍﻟﻜﺜﻴﺮ ﺑﺈﻧﺘﻈﺎﺭﻧﺎ...""","""............What does it matter? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come...""","""............What does it matter? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come...""","""............What does it matter? If I'm going to push you off a cliff anyway, I might as well let you climb a little higher first. ...We have still barely begun. Much is left to come..."""
{f:5:Beatrice},"""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now.""","""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ...But only for now."" "," I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now.""",この勝負は、今は妾がリザインする。…淡き勝利に今は酔え。……今はな。」,「この勝負は、今は妾がリザインする。…淡き勝利に今は酔え。……今はな」,"""Я признаю своё поражение в этом вызове. ...Покамест можешь упиться этой своей пресной победой. ......Но только пока.""","""Eu renunciarei a este desafio. ...Vá em frente e embebede‐se com a sua singela vitória. ......Apenas por agora.""",「这场对局，现在先算妾身{ruby:resign:认输}。…汝就趁现在，为这淡薄的胜利心醉吧。……趁现在哦。」,「這場對局，現在先算妾身{ruby:resign:認輸}。…汝就趁現在，為這淡薄的勝利心醉吧。……趁現在哦。」,"Mi ritiro da questa sfida. ... Vai ad ubriacarti per la tua vana vittoria. ... Solo per ora.""","""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now.""","""Me retiraré de este desafío... Ve y emborráchate con tu débil victoria por ahora... Pero solo por ahora.""","""ﺍﻧﺘﺼﺮﺕ ﻓﻲ ﻫﺬﻩ ﺍﻟﺠﻮﻟﺔ. ...ﺍﺫﻫﺐ ﻭﺍﺷﺮﺏ ﻧﺨﺐ ﺍﻧﺘﺼﺎﺭﻙ ﺍﻟﺒﺎﻫﺖ ﻓﻲ ﺍﻟﻮﻗﺖ ﺍﻟﺤﺎﻟﻲ. ......ﻟﻶﻥ ﻓﺤﺴﺐ.""","""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now.""","""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now.""","""I'll resign from this challenge. ...Go and get drunk on your faint victory for now. ......Only for now."""
,"That bitter comment did, in fact, appear to have marked the end of the game's opening battle. Even so, I couldn't relax my guard at all.","Practically speaking, the early part of the game ended with her being a sore loser. Even so, I couldn't relax my guard at all. ","Her being a poor loser looked like it would last for the whole early part of the game. Even so, I couldn't relax my guard at all.",その負け惜しみが、事実上、序盤戦のピリオドとなったらしい。にもかかわらず、まったく気は抜けない。,その負け惜しみが、事実上、序盤戦のピリオドとなったらしい。にもかかわらず、まったく気は抜けない。,"Её обида за поражение, судя по всему, продержится всю раннюю часть игры. Но я всё равно не мог терять бдительность.","O amargo comentário feito, de fato, aparentou marcar o fim da partida de abertura. Mesmo assim, eu não podia baixar minha guarda.",这句不服气的话，好像成了序盘战事实上的休止符。但尽管如此，我还是完全无法松口气。,這句不服氣的話，好像成了序盤戰事實上的休止符。但儘管如此，我還是完全無法鬆口氣。,"Sembrò che la sua perdita sarebbe durata per l'intera parte iniziale del gioco. Ciononostante, non riuscivo affatto a rilassarmi.","That bitter comment did, in fact, appear to have marked the end of the game's opening battle. Even so, I couldn't relax my guard at all.","Ese amargo comentario parece haber marcado el final de la batalla de apertura del juego. Aun así, no pude bajar la guardia en absoluto.",ﻛﺎﻧﺖ ﺗﻠﻚ ﺍﻟﻮﺩﺍﻋﻴﺔ ﺍﻟﻤﺮﻳﺮﺓ ﺇﺷﺎﺭﺓً ﻭﺍﺿﺤﺔً ﻟﻨﻬﺎﻳﺔ ﺍﻟﻤﻌﺮﻛﺔ ﺍﻻﻓﺘﺘﺎﺣﻴﺔ ﻟﻠﻌﺒﺔ. ﻭﻣﻊ ﺫﻟﻚ، ﻟﻢ ﺃﺳﺘﻄﻊ ﺍﻻﺳﺘﺮﺧﺎﺀ ﻋﻠﻰ ﺍﻹﻃﻼﻕ.,"That bitter comment did, in fact, appear to have marked the end of the game's opening battle. Even so, I couldn't relax my guard at all.","That bitter comment did, in fact, appear to have marked the end of the game's opening battle. Even so, I couldn't relax my guard at all.","That bitter comment did, in fact, appear to have marked the end of the game's opening battle. Even so, I couldn't relax my guard at all."
,...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...,...That tension didn't fade one bit...until I was greeted by the sound of Ronove's applause... ,"...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...",…ロノウェが乾いた拍手の音を聞かせてくれるまで、俺の緊張感は緩まなかった…。,…ロノウェが乾いた拍手の音を聞かせてくれるまで、俺の緊張感は緩まなかった…。,"...Я не мог избавиться от чувства напряжения, пока меня не поприветствовал звук аплодисментов Ронове...",...Eu não fui capaz de relaxar meus sentimentos de tensão até ser cumprimentado pelo som dos aplausos do Ronove...,…直到听到罗诺威那清脆的鼓掌声之前，我的紧张感丝毫没有放松…。,…直到聽到羅諾威那清脆的鼓掌聲之前，我的緊張感絲毫沒有放鬆…。,"... Non riuscii a rassicurarmi, finché non sentii il rumore degli applausi di Ronove...",...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...,... No pude relajar mi estado de tensión hasta que escuché el sonido de los aplausos de Ronove...,ﻫﺬﺍ ﺍﻟﺘﻮﺗﺮ ﻟﻢ ﻳﺘﻼﺵَ ﻭﻟﻮ ﻗﻠﻴﻼً... ﺣﺘﻰ ﺍﻟﻠﺤﻈﺔ ﺍﻟﺘﻲ ﺳﻤﻌﺖ ﻓﻴﻬﺎ ﺻﻮﺕ ﺗﺼﻔﻴﻖ ﺭﻭﻧﻮﻑ...,...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...,...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...,...I was unable to relax my feeling of tension until I was greeted by the sound of Ronove's applause...
Ronove,"""......Spectacular, Battler‐sama. I suppose we could say that this game has started with at least the opening unfolding to your advantage?""","""...Spectacular, Battler-sama. Perhaps you have started this game with an advantageous development."" ","""......Spectacular, Battler-sama. I wonder if you have started this game with an advantageous development?""",「……お見事です、戦人さま。まずは序盤は、戦人さま有利の展開でスタートというところでしょうか？」,「……お見事です、戦人さま。まずは序盤は、戦人さま有利の展開でスタートというところでしょうか？」,"""......Какой эффект, Баттлер‐сама. Уж не начали ли вы эту игру с преимущества на вашей стороне?""","""......Espetacular, Battler‐sama. Eu suponho que você possa dizer que o jogo começou com o desenvolvimento de uma singela vantagem para você?""",「……精彩，战人少爷。首先这序盘，可以说战人少爷进行得颇为顺利，开了个好头吧？」,「……精彩，戰人少爺。首先這序盤，可以說戰人少爺進行得頗為順利，開了個好頭吧？」,"""... Spettacolare, Battler-sama. Mi chiedo se abbia iniziato questo gioco con uno sviluppo vantaggioso.""","""......Spectacular, Battler‐sama. I suppose we could say that this game has started with at least the opening unfolding to your advantage?""","""... Espectacular, Battler‐sama. ¿Supongo que podríamos decir que este juego ha comenzado con al menos la apertura desarrollándose a su favor?""","""…ﻣﺒﺎﺭﻙٌ ﻟﻚ، ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﻳﺒﺪﻭ ﺃﻥ ﺍﻹﻓﺘﺘﺎﺣﻴﺔ ﻛﺎﻧﺖ ﻟﺼﺎﻟﺤﻚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟""","""......Spectacular, Battler‐sama. I suppose we could say that this game has started with at least the opening unfolding to your advantage?""","""......Spectacular, Battler‐sama. I suppose we could say that this game has started with at least the opening unfolding to your advantage?""","""......Spectacular, Battler‐sama. I suppose we could say that this game has started with at least the opening unfolding to your advantage?"""
Ushiromiya Battler,"""No idea... I still don't know whether this piece was something I tore from her with my own hands, or whether she guided me into taking it.""","""Who knows... I still don't know whether I've taken a piece by my move, or whether she guided me into taking it. ","""Ah, well... I still don't know whether I've taken a piece by my move, or whether she guided me into taking it. ",「さぁな…。この駒が、俺の手でもぎ取ったものなのか、取るよう誘導されたものかはまだわからねぇな。,「さぁな…。この駒が、俺の手でもぎ取ったものなのか、取るよう誘導されたものかはまだわからねぇな」,"""Ах, ну... Я всё ещё не знаю, съел ли я фигуру своим ходом, или она побудила меня съесть её.""","""Não faço ideia... Eu ainda não sei bem se essa peça é algo que eu arranquei das mãos dela com as minhas próprias mãos, ou se ela me guiou a fazer isso.""",「不好说啊…。我还不明白，这棋子是由我亲手夺得的，还是被她诱导着拿到手里的。」,「不好說啊…。我還不明白，這棋子是由我親手奪得的，還是被她誘導著拿到手裡的。」,"""Ah, beh... non ho ancora capito se con la mia mossa ho preso una pedina, o se lei mi ha guidato nel farlo.","""No idea... I still don't know whether this piece was something I tore from her with my own hands, or whether she guided me into taking it.""","""Ni idea... Aún no sé si esta pieza fue algo que le arrebaté con mis propias manos, o si ella me guió para que la tomara.""","""ﻣﻦ ﻳﺪﺭﻱ... ﻻ ﺃﻋﺮﻑ ﺑﻌﺪ ﺇﻥ ﻛﻨﺖُ ﻓﻌﻼً ﺍﻧﺘﺰﻋﺖُ ﻫﺬﺍ ﺍﻻﻧﺘﺼﺎﺭ ﺑﻴﺪﻱ، ﺃﻡ ﺃﻧﻨﻲ ﺩُﻓﻌﺖ ﻧﺤﻮﻩ ﻋﻤﺪﺍً ﺿﻤﻦ ﺧﻄﺔ ﺃﻛﺒﺮ.""","""No idea... I still don't know whether this piece was something I tore from her with my own hands, or whether she guided me into taking it.""","""No idea... I still don't know whether this piece was something I tore from her with my own hands, or whether she guided me into taking it.""","""No idea... I still don't know whether this piece was something I tore from her with my own hands, or whether she guided me into taking it."""
Ushiromiya Battler,"""......After all, knowing you...you probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?""","...After all, knowing you... You probably know I'm being led into a trap, and that clapping is just you mocking me openly, right...?"" ","......After all, knowing you... You probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?""",……どうせお前のことだ。俺が罠にはまり始めてるのを知ってて、白々しく拍手をしてるんだろ…？」,「……どうせお前のことだ。俺が罠にはまり始めてるのを知ってて、白々しく拍手をしてるんだろ…？」,"""......В конце концов, зная вас... Ты наверняка знаешь, что меня завлекают в ловушку, а эти аплодисменты — просто наглая ложь, верно?..""","""......Afinal, o conhecendo...você provavelmente sabe que eu estou sendo levado para uma armadilha, e este aplauso é apenas uma mentira descarada, certo...?""",「……反正你也不会安好心。是知道我踏入圈套了，在假惺惺地拍手吧…？」,「……反正你也不會安好心。是知道我踏入圈套了，在假惺惺地拍手吧…？」,"... Dopotutto, conoscendoti... probabilmente sai che mi sta intrappolando, e quegli applausi sono solo una bugia, giusto...?""","""......After all, knowing you...you probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?""","""... Después de todo, conociéndote... probablemente sabes que me están llevando a una trampa, y que aplaudir es solo una mentira descarada, ¿verdad?...""","""......ﺑﻌﺪ ﻣﻌﺮﻓﺘﻲ ﻟﻚ...ﻻ ﺑﺪ ﻭﺃﻧﻚ ﺗﻀﺤﻚ ﻓﻲ ﺃﻋﻤﺎﻗﻚ ﻟﻈﻨﻚ ﻭﻗﻮﻋﻲ ﻓﻲ ﻓﺦ ﻣﺎ، ﻭﻫﺬﺍ ﺍﻟﺘﺼﻔﻴﻖ ﻟﻠﺴﺨﺮﻳﺔ ﻣﻨﻲ ﻋﻼﻧﻴﺔ، ﺻﺤﯿﺢ؟""","""......After all, knowing you...you probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?""","""......After all, knowing you...you probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?""","""......After all, knowing you...you probably know that I'm being led into a trap, and that clapping is just a barefaced lie, right...?"""
