Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Ange,"""............Even if I close the diary, ...you'll be...by my side, right?""","""............Even if I close the diary, ...Maria onee-chan, ...you'll be by my side, right?"" ","""............Even if I close the diary, ...Maria onee-chan, ...you'll be by my side, right?""",「…………日記を閉じても、…真里亞お姉ちゃんは私の側に、…いてくれるんだよね？」,「…………日記を閉じても、…真里亞お姉ちゃんは私の側に、…いてくれるんだよね？」,"""............Но даже если я закрою дневник... Мария онее‐чан... ты всё равно будешь рядом со мной, так?""","""............Mesmo se eu fechar o diário, ...você vai estar...ao meu lado, não vai?""",「…………就算合上日记，…真里亚姐姐也是会留在，…我身边的吧？」,「…………就算合上日記，…真里亞姐姐也是會留在，…我身邊的吧？」,"""... Anche se chiudo il diario... Maria Onee-chan... tu mi sarai accanto, giusto?""","""............Even if I close the diary, ...you'll be...by my side, right?""","""... Incluso si cierro el diario... María onee-chan... estarás a mi lado, ¿verdad?""","""............ﺣﺘﻰ ﻟﻮ ﺃﻏﻠﻘﺖ ﺍﻟﻤﺬﻛﺮﺓ، ...ﻓﺴﺘﻜﻮﻧﻴﻦ ﺑﺠﻮﺍﺭﻱ...ﺩﺍﺋﻤًﺎ ﻳﺎ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ؟""","""............Even if I close the diary, ...you'll be...by my side, right?""","""............Even if I close the diary, ...you'll be...by my side, right?""","""............Even if I close the diary, ...you'll be...by my side, right?"""
Ushiromiya Maria,"""Yep. I'll be there. So if you try to {y:1:‘see’}{n:1:see} me and try to talk to me, I can definitely answer. ......If you look hard and try to talk.""","""Yes. I'll be there. So if you try to ""see"" me and try to talk to me, I'll definitely be able to answer. ...If you ""look"" strongly and try to talk, that is."" ","""Yes.  Be there.  So if you try to see me and try to talk to me, I can definitely answer.  ......If you look strongly and try to talk.""",「うん。いるよ。だから縁寿が私を視ようとして、そして話そうとしてくれれば、私はきっと応えられるよ。……しっかりと視て、話そうとしてくれれば。」,「うん。いるよ。だから縁寿が私を視ようとして、そして話そうとしてくれれば、私はきっと応えられるよ。……しっかりと視て、話そうとしてくれれば」,"""Да. Рядом с тобой. Так что если ты постараешься {y:1:‘увидеть’}{n:1:увидеть} меня и поговорить со мной, я обязательно отзовусь и отвечу. ......Если ты {y:1:‘посмотришь’}{n:1:посмотришь} сильным взором и постараешься поговорить.""","""Sim. Vou estar. Por isso, se você tentar me {y:1:‘ver’}{n:1:ver} e falar comigo, eu irei responder. ......Se você se esforçar e tentar falar.""",「嗯。在哟。所以，只要缘寿想要看到我，尝试与我说话，我就一定能作出回应。……只要用心看，尝试与我说话，就一定能。」,「嗯。在喲。所以，只要緣壽想要看到我，嘗試與我說話，我就一定能作出回應。……只要用心看，嘗試與我說話，就一定能。」,"""Sì. Ci sarò. Quindi se provi a vedermi e a parlarmi, io potrò rispondere di sicuro. ... Se guardi con insistenza e cerchi di parlare.""","""Yep. I'll be there. So if you try to {y:1:‘see’}{n:1:see} me and try to talk to me, I can definitely answer. ......If you look hard and try to talk.""","""Sí. Estaré ahí. Así que si tratas de {y:1:‘verme’}{n:1:verme} y si tratas de hablarme, yo definitivamente puedo responder... Si miras fuertemente y tratas de hablar.""","""ﻧﻌﻢ. ﺳﺄﻛﻮﻥ ﻣﻌﻚ. ﺑﺎﻟﺘﺎﻟﻲ ﺇﺫﺍ ﺣﺎﻭﻟﺖِ ﺭﺅﻳﺘﻲ ﻭﺍﻟﺘﺤﺪﺙ ﻣﻌﻲ، ﻓﺴﻮﻑ ﺃﺟﻴﺒﻚ ﺑﺎﻟﺘﺄﻛﻴﺪ. ......ﻛﻞ ﻣﺎ ﻋﻠﻴﻚ ﻓﻌﻠﻪ ﻫﻮ ﺍﺳﺘﺸﻌﺎﺭ ﻭﺟﻮﺩﻱ ﻭﺍﻟﻨﻈﺮ ﺇﻟﻲ ﺑﻘﻮﺓ.""","""Yep. I'll be there. So if you try to {y:1:‘see’}{n:1:see} me and try to talk to me, I can definitely answer. ......If you look hard and try to talk.""","""Yep. I'll be there. So if you try to {y:1:‘see’}{n:1:see} me and try to talk to me, I can definitely answer. ......If you look hard and try to talk.""","""Yep. I'll be there. So if you try to {y:1:‘see’}{n:1:see} me and try to talk to me, I can definitely answer. ......If you look hard and try to talk."""
Ushiromiya Ange,"""............I'll.........give it a try.""","""......I'll... ...give it a try."" ","""............I'll, .........try it.""",「…………私、………やってみる。」,「…………私、………やってみる」,"""............Я... попробую.""","""............Eu irei.........tentar.""",「…………我，………试试看。」,「…………我，………試試看。」,"""... Io... ci proverò.""","""............I'll.........give it a try.""","""... Yo... lo intentaré.""","""............ﺳﻮﻑ.........ﺃﺣﺎﻭﻝ.""","""............I'll.........give it a try.""","""............I'll.........give it a try.""","""............I'll.........give it a try."""
Ushiromiya Maria,"""It won't be easy, you know? It's not going to go great right from the start, okay?""","""It isn't easy, okay? It isn't going to go well all of a sudden, got it?"" ","""It isn't easy, alright?  It isn't going to go well all of a sudden, alright?""",「簡単じゃないよ？　いきなりうまくなんて、きっと行かないよ？」,「簡単じゃないよ？　いきなりうまくなんて、きっと行かないよ？」,"""Только это не простое дело. Сразу всё внезапно не получится, хорошо?""","""Não vai ser fácil, sabia? Não vai ser nada muito incrível no começo, tá?""",「并不简单哦？一定没法一下子就进行得很顺利哦？」,「並不簡單哦？一定沒法一下子就進行得很順利哦？」,"""Non è facile, ok? Non funzionerà da subito, capisci?""","""It won't be easy, you know? It's not going to go great right from the start, okay?""","""No es fácil, ¿está bien? No va a funcionar bien de repente, ¿entiendes?""","""ﺍﻷﻣﺮ ﻟﻴﺲ ﺳﻬﻼً، ﻭﻟﻦ ﺗﻨﺠﺤﻲ ﻣﻦ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ، ﺣﺴﻨًﺎ؟""","""It won't be easy, you know? It's not going to go great right from the start, okay?""","""It won't be easy, you know? It's not going to go great right from the start, okay?""","""It won't be easy, you know? It's not going to go great right from the start, okay?"""
Ushiromiya Ange,""".........I understand. I'm sure it won't be easy. ......But I.........want to be like you, Maria onee‐chan.........""","""......I understand. I'm sure it won't be easy. ...But I... ...want to be like you, Maria onee-chan......"" ",""".........I understand.  I think it definitely isn't easy.  ......But I, .........want to be like you, Maria onee-chan.........""",「………わかってる。きっと簡単じゃないと思う。……でも私、………真里亞お姉ちゃんみたいになりたい………。」,「………わかってる。きっと簡単じゃないと思う。……でも私、………真里亞お姉ちゃんみたいになりたい………」,""".........Я понимаю. Лёгкой задачей я это определённо не считаю. ......Но я желаю стать такой как ты, Мария...""",""".........Eu entendo. Tenho certeza que não será fácil. ......Mas eu.........quero ser como você, Maria onee‐chan.........""",「………明白。一定不简单。……但是我，………想变得跟真里亚姐姐一样………」,「………明白。一定不簡單。……但是我，………想變得跟真里亞姐姐一樣………」,"""... Capisco. Credo che non sia affatto facile. ... Ma io... voglio essere come te, Maria Onee-chan...""",""".........I understand. I'm sure it won't be easy. ......But I.........want to be like you, Maria onee‐chan.........""","""... Entiendo. Pienso que definitivamente no es fácil... Pero yo... quiero ser como tú, María onee-chan...""",""".........ﻓﻬﻤﺖ. ﺍﻷﻣﺮ ﻟﻴﺲ ﺳﻬﻼً. ......ﻟﻜﻨﻲ.........ﺃﺭﻳﺪ ﺃﻥ ﺃﺻﺒﺢ ﻣﺜﻠﻚ ﻳﺎ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ.........""",""".........I understand. I'm sure it won't be easy. ......But I.........want to be like you, Maria onee‐chan.........""",""".........I understand. I'm sure it won't be easy. ......But I.........want to be like you, Maria onee‐chan.........""",""".........I understand. I'm sure it won't be easy. ......But I.........want to be like you, Maria onee‐chan........."""
Ushiromiya Maria,"""Uu. Okay. .........Then look at me closely. Look hard.""","""Uu-. I understand. ......Then, look at me well. Look closely."" ","""Uu-.  Understand.  .........Then, look at me well.  Look strongly.""",「うー。わかった。………じゃあ、私を、よく見て。しっかり見て。」,「うー。わかった。………じゃあ、私を、よく見て。しっかり見て」,"""У‐у. Понимаю. .........Тогда как следует взгляни на меня. Смотри тщательно.""","""Uu. Tudo bem. .........Então olhe atentamente para mim. Com muita atenção.""",「呜——。知道了。………那，好好看着我。用心看。」,「嗚——。知道了。………那，好好看著我。用心看。」,"""Uu-. Capito. ... Allora, guardami con attenzione. Guarda bene.""","""Uu. Okay. .........Then look at me closely. Look hard.""","""Uu. Entiendo... Entonces, mírame bien. Mira fuertemente.""","""ﺃﻭﻭ. ﺣﺴﻨًﺎ. .........ﺇﺫًﺍ ﺍﻧﺘﺒﻬﻲ ﻭﺭﺍﻗﺒﻴﻨﻲ ﺟﻴﺪًﺍ. ﺭﻛﺰﻱ.""","""Uu. Okay. .........Then look at me closely. Look hard.""","""Uu. Okay. .........Then look at me closely. Look hard.""","""Uu. Okay. .........Then look at me closely. Look hard."""
Ushiromiya Ange,"""......Yeah.""","""...Okay."" ","""......Yeah.""",「……うん。」,「……うん」,"""......Угу.""","""......Sim.""",「……嗯。」,「……嗯。」,"""... Ok.""","""......Yeah.""","""... Sí.""","""......ﺣﺴﻨًﺎ.""","""......Yeah.""","""......Yeah.""","""......Yeah."""
Ushiromiya Maria,"""Practice slowly closing your eyes and opening them again. ...Don't start shutting them for a long time right away. Burn me into your eyes, then try to blend that onto the inside of your eyelids...""","""Slowly open and close your eyes. ...You can't shut them for a long time all of a sudden. After burning my form into your eyes, try to make it blend into the inside of your eyelids..."" ","""Slowly open and close your eyes.  ...You can't shut them for a long time all of a sudden.  After burning my form into your eyes, try to make it blend into the inside of your eyelids...""",「ゆっくり目を閉じたり、開いたりして。…いきなり長く瞑っちゃ駄目。私の姿を瞳に焼き付けては、それを瞼の裏に染み込ませて行くつもりで…。」,「ゆっくり目を閉じたり、開いたりして。…いきなり長く瞑っちゃ駄目。私の姿を瞳に焼き付けては、それを瞼の裏に染み込ませて行くつもりで…」,"""Медленно раскрой и закрой глаза. ...Ты не можешь внезапно закрыть их на долгое время. Запечатлей мой образ на своих глазах и попытайся влить его в свои веки...""","""Pratique fechando seus olhos lentamente e então abra novamente. ...Não comece fechando eles por muito tempo logo de início. Queime minha imagem em seus olhos, então permeie ela em suas pálpebras...""",「慢慢地闭眼，睁眼。…不要一下子就把眼睛闭很久。要想着，把我的身形烙印到瞳孔中，将其印在眼皮背面…」,「慢慢地閉眼，睜眼。…不要一下子就把眼睛閉很久。要想著，把我的身形烙印到瞳孔中，將其印在眼皮背面…」,"""Apri e chiudi gli occhi lentamente. ... Non puoi tenerli chiusi a lungo da un momento all'altro. Dopo aver memorizzato il mio aspetto con gli occhi, cerca di trasportarlo sull'interno delle tue palpebre...""","""Practice slowly closing your eyes and opening them again. ...Don't start shutting them for a long time right away. Burn me into your eyes, then try to blend that onto the inside of your eyelids...""","""Cierra y abre tus ojos suavemente... No puedes cerrarlos por mucho tiempo de repente. Después de grabar mi forma en tus ojos, trata de hacer que se cree en el interior de tus parpados...""","""ﺍﻓﺘﺤﻲ ﻋﻴﻨﻴﻚِ ﻭﺃﻏﻠﻘﻴﻬﻤﺎ ﺑﺒﻂﺀ. ...ﻟﻜﻦ ﻻ ﺗﻐﻠﻘﻴﻬﻤﺎ ﻟﻔﺘﺮﺓ ﻃﻮﻳﻠﺔ. ﺛﻢ ﺍﺣﻔﺮﻱ ﻫﻴﺌﺘﻲ ﻓﻲ ﺫﻫﻨﻚ، ﻭﺣﺎﻭﻟﻲ ﺗﺸﻜﻴﻠﻬﺎ ﻓﻲ ﺟﻔﻨﻴﻚِ...""","""Practice slowly closing your eyes and opening them again. ...Don't start shutting them for a long time right away. Burn me into your eyes, then try to blend that onto the inside of your eyelids...""","""Practice slowly closing your eyes and opening them again. ...Don't start shutting them for a long time right away. Burn me into your eyes, then try to blend that onto the inside of your eyelids...""","""Practice slowly closing your eyes and opening them again. ...Don't start shutting them for a long time right away. Burn me into your eyes, then try to blend that onto the inside of your eyelids..."""
Ushiromiya Ange,""".........Yeah, ......I'm doing it.""","""......Yeah, ...I'm doing it."" ",""".........Yeah, ......I'm doing it.""",「………うん、……やってる。」,「………うん、……やってる」,""".........Ага, уже делаю.""",""".........Sim, ......estou fazendo isso.""",「………嗯，……我在试。」,「………嗯，……我在試。」,"""... Ok... lo sto facendo.""",""".........Yeah, ......I'm doing it.""","""... Sí... lo estoy haciendo.""",""".........ﺣﺴﻨًﺎ، ......ﺳﺄﻓﻌﻞ.""",""".........Yeah, ......I'm doing it.""",""".........Yeah, ......I'm doing it.""",""".........Yeah, ......I'm doing it."""
Ushiromiya Maria,"""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes. .........Well? Still {y:1:‘see’}{n:1:see} me?""","""Once you can visualize me even when your eyes are closed, ......without changing anything, slowly and softly close your eyes again. ......How is it? Can you still ""see"" me?"" ","""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes.  .........How is it?  Can you still see me?""",「瞼を閉じても私をイメージできるようになったら、………そのまま、ゆっくり柔らかく目を閉じていて。………どう？　まだ私が視えている？」,「瞼を閉じても私をイメージできるようになったら、………そのまま、ゆっくり柔らかく目を閉じていて。………どう？　まだ私が視えている？」,"""Как только сможешь видеть мой образ даже с закрытыми глазами, ничего не меняя, медленно и мягко распахни глаза. .........Ну как? Можешь всё ещё {y:1:‘видеть’}{n:1:видеть} меня?""","""Quando for capaz de me visualizar com seus olhos fechados, .........sem mudar nada, lentamente e gentilmente, feche seus olhos. .........Então? Ainda consegue me {y:1:‘ver’}{n:1:ver}?""",「等盖上眼皮也能描绘出我的形象后，………就慢慢地、柔柔地，闭住眼睛。………如何？还看得到我吗？」,「等蓋上眼皮也能描繪出我的形象後，………就慢慢地、柔柔地，閉住眼睛。………如何？還看得到我嗎？」,"""Una volta che potrai vedermi anche ad occhi chiusi... senza cambiare niente, chiudi gli occhi lentamente e con delicatezza. ... Come va? Riesci ancora a vedermi?""","""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes. .........Well? Still {y:1:‘see’}{n:1:see} me?""","""Una vez que puedas visualizarme incluso con los ojos cerrados... sin cambiar nada, suave y lentamente cierra tus ojos... ¿Qué tal? ¿Aún puedes {y:1:‘verme’}{n:1:verme}?""","""ﺣﻴﻦ ﺗﺘﻤﻜﻨﻴﻦ ﻣﻦ ﺗﺨﻴﻠﻲ ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﺗﻐﻤﻀﻴﻦ ﺟﻔﻨﻴﻚِ، .........ﺍﺑﻘﻲ ﺣﻴﻨﻬﺎ ﻫﻜﺬﺍ، ﺃﻏﻤﻀﻲ ﻋﻴﻨﻴﻚِ ﺑﻬﺪﻭﺀ ﻭﻟﻄﻒ. .........ﻣﺎ ﺍﻷﺧﺒﺎﺭ؟ ﻫﻞ ﻳﻤﻜﻨﻚِ ﺭﺅﻳﺘﻲ؟""","""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes. .........Well? Still {y:1:‘see’}{n:1:see} me?""","""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes. .........Well? Still {y:1:‘see’}{n:1:see} me?""","""Once you can visualize me even with your eyes closed, .........without changing anything, slowly and softly close your eyes. .........Well? Still {y:1:‘see’}{n:1:see} me?"""
Ushiromiya Ange,"""Y‐......yes. ...I think...I can probably {y:1:‘see’}{n:1:see} you...""","""...Y-Yes. ...I think...I can probably see you..."" ","""Y, ......yes.  ...I think...I can probably see you...""",「う、……うん。…多分、見えてると思う…。」,「う、……うん。…多分、視えてると思う…」,"""Д‐да. Думаю... что могу...""","""S‐......Sim. ...Eu acho...que eu provavelmente consigo {y:1:‘ver’}{n:1:ver} você...""",「嗯、……嗯。…我觉得，大概是看得到…」,「嗯、……嗯。…我覺得，大概是看得到…」,"""S... Sì. ... Forse riesco ancora... a vederti, credo...""","""Y‐......yes. ...I think...I can probably {y:1:‘see’}{n:1:see} you...""","""S-Sí... Creo... que probablemente puedo {y:1:‘verte’}{n:1:verte}...""","""ﻧـ-......ﻧﻌﻢ. ...ﺃﻋﺘﻘﺪ ﺃﻧﻨﻲ ﺃﺳﺘﻄﻴﻊ ﺭﺅﻳﺘﻚ...""","""Y‐......yes. ...I think...I can probably {y:1:‘see’}{n:1:see} you...""","""Y‐......yes. ...I think...I can probably {y:1:‘see’}{n:1:see} you...""","""Y‐......yes. ...I think...I can probably {y:1:‘see’}{n:1:see} you..."""
Ushiromiya Maria,"""Okay, open your eyes again for a second. .........Time for the real thing. Calm your heart, and close the diary. ......When you do, I might disappear for a little while.""","""Then try opening your eyes for a second. ......Now for the real thing. Calm your heart, and close the diary. ...At that time, my form may disappear for a second. ","""Then try opening your eyes for a second.  .........Now for the real thing.  Calm your heart, and close the diary.  ......At that time, Maria's form may disappear for a second.  ",「じゃあ一度目を開いて。………いよいよ本番。心を落ち着けたら、日記を閉じて。……その時、一度、真里亞の姿は消えてしまうかもしれない。,「じゃあ一度目を開いて。………いよいよ本番。心を落ち着けたら、日記を閉じて。……その時、一度、真里亞の姿は消えてしまうかもしれない」,"""Попробуй на секунду раскрыть глаза. .........А теперь самое главное. Успокой своё сердце и закрой дневник. ......В этот момент образ Марии может на секунду исчезнуть.""","""Certo, agora abra seus olhos de novo por um segundo. .........Hora de começar pra valer. Acalme seu coração e feche meu diário. ......Quando fizer isso, minha forma pode desaparecer por um instante.""",「那，睁开眼睛吧。………来正式的了。等心平静下来后，就合上日记。……这时，真里亚的身姿说不定会暂时消失。」,「那，睜開眼睛吧。………來正式的了。等心平靜下來後，就合上日記。……這時，真里亞的身姿說不定會暫時消失。」,"""Allora prova ad aprire gli occhi per un secondo. ... Adesso facciamo sul serio. Calma il tuo cuore, e chiudi il diario. ... In quel momento, la sagoma di Maria potrebbe svanire per un attimo.","""Okay, open your eyes again for a second. .........Time for the real thing. Calm your heart, and close the diary. ......When you do, I might disappear for a little while.""","""Entonces prueba y abre los ojos por un segundo... Ahora vamos a lo de verdad. Calma tu corazón, y cierra el diario... En ese momento, la forma de María puede desaparecer por un segundo.""","""ﻓﻠﺘﺤﺎﻭﻟﻲ ﺍﻵﻥ ﻓﺘﺢ ﻋﻴﻨﻴﻚ ﻟﺒﺮﻫﺔٍ. .........ﺳﻨﻨﺘﻘﻞ ﺍﻵﻥ ﻟﻸﻣﺮ ﺍﻟﺼﻌﺐ. ﻫﺪﺋﻲ ﻗﻠﺒﻚِ، ﻭﺃﻏﻠﻘﻲ ﺍﻟﻤﺬﻛﺮﺓ. ......ﻭﻋﻨﺪﻣﺎ ﺗﻔﻌﻠﻴﻦ، ﻗﺪ ﺗﺨﺘﻔﻲ ﻫﻴﺌﺘﻲ ﻗﻠﻴﻼً،""","""Okay, open your eyes again for a second. .........Time for the real thing. Calm your heart, and close the diary. ......When you do, I might disappear for a little while.""","""Okay, open your eyes again for a second. .........Time for the real thing. Calm your heart, and close the diary. ......When you do, I might disappear for a little while.""","""Okay, open your eyes again for a second. .........Time for the real thing. Calm your heart, and close the diary. ......When you do, I might disappear for a little while."""
Ushiromiya Maria,"""But calm your heart and don't rush. ......Then, try to blend me back from the inside of your eyelids, back into your eyes again. ...Slowly visualize me in the empty air. ......In the empty air...{y:1:‘see’}{n:1:see} me.""","But calm your heart, and don't get anxious. ...And then, try to make the me that's blended into the inside of your eyelids blend back into your eyes. ...Slowly visualize me in the empty air. ...In the empty air, ...""see"" me."" ","But calm your heart and don't get anxious.  ......And then, try to make the me that is blended into the inside of your eyelids blend back into your eyes....Slowly visualize me in the empty air.  ......In the empty air...see me.""",でも焦らずに心を落ち着けて。……そして、瞼の裏に染み込ませた私を、逆に瞳に染み込ませて行くつもりで。…ゆっくりと虚空に私をイメージして。……私を虚空に、視て。」,「でも焦らずに心を落ち着けて。……そして、瞼の裏に染み込ませた私を、逆に瞳に染み込ませて行くつもりで。…ゆっくりと虚空に私をイメージして。……私を虚空に、視て」,"""Но успокой своё сердце и не переживай. ......А затем попробуй перенести мой образ, хранящийся в веках, обратно на свои глаза. ...Медленно визуализируй меня в пустом пространстве. ......{y:1:‘Увидь’}{n:1:Увидь} меня в пустоте.""","""Mas mantenha seu coração calmo e não se apresse. ......Então, tente permear minha imagem para dentro de suas pálpebras, direto em seus olhos. ...Lentamente me visualize em meio ao vazio do ar. ......No vazio do ar...você vai me {y:1:‘ver’}{n:1:ver}.""",「不过，别急，静下心来。……然后，将印在眼皮背面的我，反印进瞳孔之中。…慢慢地在虚空中描绘出我的形象。……在虚空中，看我。」,「不過，別急，靜下心來。……然後，將印在眼皮背面的我，反印進瞳孔之中。…慢慢地在虛空中描繪出我的形象。……在虛空中，看我。」,"Ma calma il tuo cuore e non ti far prendere dall'ansia. ... E poi, cerca di trasportare la me che è impressa all'interno delle tue palpebre di nuovo nei tuoi occhi. ... Visualizzami lentamente nell'aria vuota. ... Nell'aria vuota... scorgimi.""","""But calm your heart and don't rush. ......Then, try to blend me back from the inside of your eyelids, back into your eyes again. ...Slowly visualize me in the empty air. ......In the empty air...{y:1:‘see’}{n:1:see} me.""","""Pero calma tu corazón y no te preocupes... Entonces, trata de visualizar a la María que está grabada dentro de tus párpados de vuelta en tus ojos... Lentamente visualízame en el aire... En el aire... intenta {y:1:‘verme’}{n:1:verme}...""","""ﻟﺬﺍ ﻻ ﺩﺍﻋﻲ ﻟﻠﻘﻠﻖ ﻭﺍﺑﻘﻲ ﻫﺎﺩﺋﺔ. ......ﺛﻢ، ﺍﺳﺘﺤﻀﺮﻱ ﻫﻴﺌﺘﻲ ﺍﻟﺘﻲ ﺧﺰﻧﺘِﻬﺎ ﺗﺤﺖ ﺟﻔﻨﻴﻚِ ﻭﺍﻧﻘﻠﻴﻬﺎ ﻣﺮﺓ ﺃﺧﺮﻯ ﺇﻟﻰ ﻋﻴﻨﻴﻚِ. ...ﺗﺨﻴﻠﻲ ﻫﻴﺌﺘﻲ ﻓﻲ ﺍﻟﻔﺮﺍﻍ. ......ﺛﻢّ ﺷﺎﻫﺪﻳﻨﻲ ﻓﻲ ﺍﻟﻔﺮﺍﻍ.""","""But calm your heart and don't rush. ......Then, try to blend me back from the inside of your eyelids, back into your eyes again. ...Slowly visualize me in the empty air. ......In the empty air...{y:1:‘see’}{n:1:see} me.""","""But calm your heart and don't rush. ......Then, try to blend me back from the inside of your eyelids, back into your eyes again. ...Slowly visualize me in the empty air. ......In the empty air...{y:1:‘see’}{n:1:see} me.""","""But calm your heart and don't rush. ......Then, try to blend me back from the inside of your eyelids, back into your eyes again. ...Slowly visualize me in the empty air. ......In the empty air...{y:1:‘see’}{n:1:see} me."""
Ushiromiya Ange,"""..................... ......Okay, I can do this. ............Right, .........I'm closing it, the diary.""","""......... ...Yeah, I'm okay. ............Right, ...I'll close... ...the diary."" ","""........................Yeah, I'm alright.  ............Then, .........I'll close it, the diary.""",「…………………。……うん、大丈夫。…………じゃあ、………閉じるね、日記。」,「…………………。……うん、大丈夫。…………じゃあ、………閉じるね、日記」,"""........................Да, хорошо. ............Тогда я закрою дневник.""","""..................... ......Certo, eu consigo fazer isso. ............Tudo bem, .........vou fechar ele, o diário.""",「…………………。……嗯，没问题。…………那，………我合上了哦，日记。」,「…………………。……嗯，沒問題。…………那，………我合上了哦，日記。」,"""... Ok, va tutto bene. ... Allora adesso... chiuderò, il diario.""","""..................... ......Okay, I can do this. ............Right, .........I'm closing it, the diary.""","""... Sí, está bien... Entonces... lo cerraré, el diario.""","""..................... ......ﻧﻌﻢ، ﻓﻬﻤﺖ. ............ﺇﺫًﺍ، .........ﺳﺄﻏﻠﻖ، ﺍﻟﻤﺬﻛﺮﺓ.""","""..................... ......Okay, I can do this. ............Right, .........I'm closing it, the diary.""","""..................... ......Okay, I can do this. ............Right, .........I'm closing it, the diary.""","""..................... ......Okay, I can do this. ............Right, .........I'm closing it, the diary."""
Ushiromiya Maria,"""Uu.""","""Uu-."" ","""Uu-.""",「うー。」,「うー」,"""У‐у.""","""Uu.""",「呜——。」,「嗚——。」,"""Uu-.""","""Uu.""","""Uu.""","""ﺃﻭﻭ.""","""Uu.""","""Uu.""","""Uu."""
,Slowly............I closed the diary.,"Slowly, ...I closed it. ","Slowly........., ...I closed the diary.",ゆっくりと………、…日記を閉じる。,ゆっくりと………、…日記を閉じる。,Я медленно... закрыла дневник.,Lentamente............eu fechei o diário.,我慢慢地………，…合上了日记。,我慢慢地………，…合上了日記。,Lentamente... chiusi il diario.,Slowly............I closed the diary.,Lentamente... cerré el diario.,ﻭﺑﺒﻂﺀ............ﺃﻏﻠﻘﺖُ ﺍﻟﻤﺬﻛﺮﺓ.,Slowly............I closed the diary.,Slowly............I closed the diary.,Slowly............I closed the diary.
,"When I closed the diary, ......a gray reality filled with dull air unfolded.","When I did so, ...a gray reality filled with dull air unfolded. ","When I closed the diary, ......a gray reality filled with dull air unfolded.",日記を閉じれば、……無味の空気に満たされた灰色の現実が広がっている。,日記を閉じれば、……無味の空気に満たされた灰色の現実が広がっている。,Как только я это сделала... серая реальность с её отупляющей атмосферой окутала меня.,"Quando eu o fechei, ......uma realidade cinza se manifestou e foi preenchida por um ar maçante.",一合上日记，……充满无味空气的灰色现实迅速展开。,一合上日記，……充滿無味空氣的灰色現實迅速展開。,Quando chiusi il diario... si presentò una realtà grigia colma di aria senza vita.,"When I closed the diary, ......a gray reality filled with dull air unfolded.",Cuando cerré el diario... una realidad gris llena de aire apagado se desplegó.,ﺣﻴﻨﺌﺬٍ، ......ﺣﻞّ ﺍﻟﻮﺍﻗﻊ ﺍﻟﺮﻣﺎﺩﻱ ﺍﻟﺒﺎﻫﺖ.,"When I closed the diary, ......a gray reality filled with dull air unfolded.","When I closed the diary, ......a gray reality filled with dull air unfolded.","When I closed the diary, ......a gray reality filled with dull air unfolded."
,"Of course, Maria onee‐chan's form disappeared.","Of course, Maria onee-chan's form disappeared. ","Of course, Maria onee-chan's form disappeared.",もちろん、真里亞お姉ちゃんの姿は、消え去る。,もちろん、真里亞お姉ちゃんの姿は、消え去る。,"Образ Марии‐чан, конечно же, сразу исчез.","É claro, a forma Maria onee‐chan desapareceu.",当然，真里亚姐姐的身影也消失了。,當然，真里亞姐姐的身影也消失了。,"Naturalmente, la sagoma di Maria Onee-chan svanì.","Of course, Maria onee‐chan's form disappeared.","Por supuesto, la forma de María onee-chan desapareció.",ﻭﺑﺎﻟﻄﺒﻊ، ﺍﺧﺘﻔﺖ ﻫﻴﺌﺔ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ,"Of course, Maria onee‐chan's form disappeared.","Of course, Maria onee‐chan's form disappeared.","Of course, Maria onee‐chan's form disappeared."
