Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"...Then if I also met her, ......instead of gold, would she give me Shannon's life?","...Then, if I also met with her, ...instead of gold, would she give me Shannon's life? ","...Then if I also meet her, ......instead of gold, would she give me Shannon's life? ",…ならば僕も彼女に出会い、……黄金ではなく、紗音の命を授けてはくれないだろうか。,…ならば僕も彼女に出会い、……黄金ではなく、紗音の命を授けてはくれないだろうか。,...Тогда если я тоже встречусь с ней... сможет ли она вернуть мне жизнь Шаннон вместо золота?,"...Então, se eu também encontrá‐la, ......em vez de ouro, ela me daria a vida da Shannon?",…那么，我是不是，也可以去与她见面，……不要黄金，而要纱音的生命呢？,…那麼，我是不是，也可以去與她見面，……不要黃金，而要紗音的生命呢？,"... Dunque se anche io la incontrassi... invece dell'oro, potrebbe darmi la vita di Shannon?","...Then if I also met her, ......instead of gold, would she give me Shannon's life?","... Entonces, si yo también me reuniese con ella... en lugar de oro, ¿me daría la vida de Shannon?",...ﺇﺫﺍ ﺍﻟﺘﻘﻴﺖ ﺑﻬﺎ ﺃﻳﻀًﺎ، ......ﻓﻬﻞ ﺑﺈﻣﻜﺎﻧﻬﺎ ﺇﻋﺎﺩﺓ ﺷﺎﻧﻮﻥ ﻟﻠﺤﻴﺎﺓ ﺑﺪﻻً ﻣﻦ ﻣﻨﺤﻲ ﺑﻌﺾ ﺍﻟﺬﻫﺐ؟,"...Then if I also met her, ......instead of gold, would she give me Shannon's life?","...Then if I also met her, ......instead of gold, would she give me Shannon's life?","...Then if I also met her, ......instead of gold, would she give me Shannon's life?"
,"In return, she could impose any kind of devil's contract.{n}For that, I would sacrifice all of my remaining life...","As collateral, I don't care what sort of devil's contract she imposed. I wouldn't mind sacrificing all of my remaining life... ","As collateral, she could impose any kind of devil's contract. For that, I could sacrifice all of my remaining life...",その見返りに、どのような悪魔の契約を課せられてもいい。その為に、残りの生涯の全てを奉げることになってもいい…。,その見返りに、どのような悪魔の契約を課せられてもいい。{n}その為に、残りの生涯の全てを奉げることになってもいい…。,В качестве платы она может требовать заключения любого дьявольского договора.{n}Ради этого я готов пожертвовать всю свою оставшуюся жизнь...,"Em troca, ela podia impor qualquer tipo de contrato diabólico.{n}Para isso, eu sacrificaria toda a minha vida restante...",其代价，无论是要签订怎样的恶魔契约都无所谓。{n}为此，就算是要献上剩下的全部人生也无所谓…。,其代價，無論是要簽訂怎樣的惡魔契約都無所謂。{n}為此，就算是要獻上剩下的全部人生也無所謂…。,"In cambio, potrebbe impormi qualsiasi tipo di contratto diabolico. Per questo scopo, sacrificherei tutto ciò che resta della mia vita...","In return, she could impose any kind of devil's contract.{n}For that, I would sacrifice all of my remaining life...","Como garantía, podría imponer cualquier tipo de pacto demoníaco.{n}Yo sacrificaría todo lo que me queda de vida...",ﻭﺑﻤﻘﺎﺑﻞ ﺫﻟﻚ ﺃﻧﺎ ﻣﺴﺘﻌﺪ ﻟﻌﻘﺪ ﺇﺗﻔﺎﻕٍ ﺣﺘﻰ ﻣﻊ ﺍﻟﺸﻴﻄﺎﻥ.{n}ﻻ ﺃﻣﺎﻧﻊ ﺣﺘﻰ ﺍﻟﺘﻀﺤﻴﺔ ﺑﻤّﺎ ﺗﺒﻘﻰ ﻣﻦ ﺣﻴﺎﺗﻲ...,"In return, she could impose any kind of devil's contract.{n}For that, I would sacrifice all of my remaining life...","In return, she could impose any kind of devil's contract.{n}For that, I would sacrifice all of my remaining life...","In return, she could impose any kind of devil's contract.{n}For that, I would sacrifice all of my remaining life..."
,"George probably couldn't have believed or noticed that, ...right behind him, ......the witch herself stood, listening to his voiceless wish.","George probably couldn't believe or realize that his voiceless wish... was heard by the witch herself, who stood right behind him. "," George probably couldn't believe or notice that his voiceless wish, ...was heard by the witch herself, standing right behind him.",その譲治の、…声無き願いを、……彼のすぐ後で、…その当人の魔女が聞いていたなんて、彼には信じることも気付くこともできないだろう。,その譲治の、…声無き願いを、……彼のすぐ後で、…その当人の魔女が聞いていたなんて、彼には信じることも気付くこともできないだろう。,"Джордж, наверное, не мог поверить или догадаться, что его немое желание... Оказалось услышано самой ведьмой, стоящей прямо за его спиной.","George provavelmente não podia ter acreditado ou percebido que, ...bem atrás dele, ......a própria bruxa estava ali parada, ouvindo o desejo sem voz dele.",让治是根本不会相信，…也不会注意到，……自己那无声的祈愿，…已全被在他身后的魔女本人听到了吧。,讓治是根本不會相信，…也不會注意到，……自己那無聲的祈願，…已全被在他身後的魔女本人聽到了吧。,"Probabilmente George non avrebbe potuto credere o accorgersi che il suo desiderio silenzioso... era stato ascoltato proprio dalla strega, che si trovava dietro di lui.","George probably couldn't have believed or noticed that, ...right behind him, ......the witch herself stood, listening to his voiceless wish.","George probablemente no pudo creer o darse cuenta de que su silemcioso deseo... fue oído por la propia bruja, que estaba de pie justo detrás de él.",ﺭﺑﻤﺎ ﻟﻦ ﻳُﺼﺪﻕ ﺟﻮﺭﺝ ﺃﻭ ﻳُﺪﺭﻙ ﺃﻥ ﺭﻏﺒﺘﻪ ﺍﻟﺪﺍﺧﻠﻴﺔ ﺗﻠﻚ... ......ﺳﻤﻌﺘﻬﺎ ﺍﻟﺴﺎﺣﺮﺓ ﺑﺬﺍﺗﻬﺎ، ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﻘﻒ ﺧﻠﻔﻪ ﻣﺒﺎﺷﺮﺓ.,"George probably couldn't have believed or noticed that, ...right behind him, ......the witch herself stood, listening to his voiceless wish.","George probably couldn't have believed or noticed that, ...right behind him, ......the witch herself stood, listening to his voiceless wish.","George probably couldn't have believed or noticed that, ...right behind him, ......the witch herself stood, listening to his voiceless wish."
,{f:5:Beatrice} had been listening to everything George and the others had to say since their discussion just now in the cousins' room.,{f:5:Beatrice} had been listening to that entire discussion between the children just now in the cousins' room. ," Beatrice had been listening to the children's discussion just now in the cousins' room the whole time.",ベアトリーチェは、譲治たちの話を、さっきのいとこ部屋からずっと聞いていたのだ。,ベアトリーチェは、譲治たちの話を、さっきのいとこ部屋からずっと聞いていたのだ。,Всё это время {f:5:Беатриче} слушала обсуждения детей в комнате кузенов.,{f:5:Beatrice} estava ouvindo tudo que George e os outros tinham a dizer desde sua discussão ainda há pouco no quarto dos primos.,自刚才在堂兄妹房间时起，贝阿朵莉切就一直在听让治他们谈的那些话。,自剛才在堂兄妹房間時起，貝阿朵莉切就一直在聽讓治他們談的那些話。,Beatrice aveva ascoltato tutta la discussione dei ragazzi poco prima nella stanza dei cugini.,{f:5:Beatrice} had been listening to everything George and the others had to say since their discussion just now in the cousins' room.,{f:5:Beatrice} había estado oyendo la discusión del chico tanto ahora como en la habitación de los primos todo este tiempo.,ﻛﺎﻧﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺗﺴﺘﻤﻊ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ ﺇﻟﻰ ﻛﺎﻣﻞ ﺍﻟﻨﻘﺎﺵ ﺍﻟﺬﻱ ﺩﺍﺭ ﺑﻴﻦ ﺟﻮﺭﺝ ﻭﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻪ.,{f:5:Beatrice} had been listening to everything George and the others had to say since their discussion just now in the cousins' room.,{f:5:Beatrice} had been listening to everything George and the others had to say since their discussion just now in the cousins' room.,{f:5:Beatrice} had been listening to everything George and the others had to say since their discussion just now in the cousins' room.
,"......Battler had told her that she didn't know the weight of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion.","...Battler had told her that she didn't know the value of a human's life, ...and wanting to understand that in her own way, she had stealthily visited, listening in on their discussion. ","......Battler had told her that she didn't know the value of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion.",……戦人に、人の命の重みを知らないと言われ、……彼女なりにそれを理解したくて、こっそりとここへ訪れ、彼らの話に耳を傾けていたのだ。,……戦人に、人の命の重みを知らないと言われ、……彼女なりにそれを理解したくて、こっそりとここへ訪れ、彼らの話に耳を傾けていたのだ。,"......Баттлер сказал ей, что она не понимает, насколько ценна человеческая жизнь. И желая самостоятельно узнать об этом, она тайком посетила домик для гостей и слушала их беседы.","......Battler tinha lhe dito que ela não sabia o peso da vida de um humano, ......e querendo entender isso de sua própria forma, ela visitou furtivamente, e escutou a discussão deles.",……战人说过她，不知人命之沉重，……所以她想设法搞懂这点，偷偷地来到了此处，倾听了他们的对话。,……戰人說過她，不知人命之沉重，……所以她想設法搞懂這點，偷偷地來到了此處，傾聽了他們的對話。,"... Battler le aveva detto che lei non conosceva il valore della vita di un essere umano... e volendolo comprendere a modo suo, si era intrufolata di nascosto, e aveva ascoltato la loro discussione.","......Battler had told her that she didn't know the weight of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion.","... Battler le había dicho que no conocía el valor de la vida de un ser humano... y buscando el poder comprenderlo por sí misma, ella los había visitado a hurtadillas y escuchó la discusión.",...ﻟﻘﺪ ﺃﺧﺒﺮﻫﺎ ﺑﺎﺗﻠﺮ ﺑﺄﻧّﻬﺎ ﻻ ﺗُﻘﺪﺭ ﺣُﺮﻣﺔ ﺣﻴﺎﺓ ﺍﻟﺒﺸﺮ. ......ﻭﺭﻏﺒﺔً ﻣﻨﻬﺎ ﻓﻲ ﻣﻌﺮﻓﺔ ﻭﻓﻬﻢ ﺫﻟﻚ، ﻗﺮّﺭﺕ ﺍﻻﺳﺘﻤﺎﻉ ﺧﻠﺴﺔً ﻟﻤﺤﺎﺩﺛﺘﻬﻢ.,"......Battler had told her that she didn't know the weight of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion.","......Battler had told her that she didn't know the weight of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion.","......Battler had told her that she didn't know the weight of a human's life, ......and wanting to understand that in her own way, she had stealthily visited, and listened to their discussion."
{f:5:Beatrice},"""........................ ......You say that is your wish...? If I could grant that, would I be accepted as a witch...?""","""......... ...That is your wish, you say...? If I could grant that, would I be accepted as a witch...?"" ","""........................That is your wish, you say...? If I could grant that, would I be accepted as a witch...?""",「……………………。……それが、願いだというのか…？　それを叶えれば、妾は魔女だと、認められるのか…？」,「……………………。……それが、願いだというのか…？　それを叶えれば、妾は魔女だと、認められるのか…？」,"""........................Значит, таково твоё желание?.. Если я исполню его, буду ли я признана ведьмой?..""","""........................ ......Está dizendo que esse é seu desejo...? Se eu puder conceder isso, eu seria aceita como uma bruxa...?""",「……………………。……这就是，所谓的祈愿吗…？若将此实现，妾身就能被承认为魔女吗…？」,「……………………。……這就是，所謂的祈願嗎…？若將此實現，妾身就能被承認為魔女嗎…？」,"""... Questo è il tuo desiderio, dici...? Se potessi realizzarlo, verrei accettata come strega...?""","""........................ ......You say that is your wish...? If I could grant that, would I be accepted as a witch...?""","""... ¿Dices... que ese es tu deseo?... Si pudiera concedértelo, ¿sería aceptada como una bruja?...""","""........................ ......ﺃﻫﺬﻩ ﻫﻲ ﺃﻣﻨﻴﺘﻚ...؟ ﻫﻞ ﺳﺘﻌﺘﺮﻑ ﺑﺄﻧﻲ ﺳﺎﺣﺮﺓٌ ﺇﺫﺍ ﺣﻘﻘﺘﻬﺎ...؟""","""........................ ......You say that is your wish...? If I could grant that, would I be accepted as a witch...?""","""........................ ......You say that is your wish...? If I could grant that, would I be accepted as a witch...?""","""........................ ......You say that is your wish...? If I could grant that, would I be accepted as a witch...?"""
,Beato looked at the palms of both of her hands.,Beato looked at the palms of both of her hands. ,"Beato looked at the palms of both of her hands.",ベアトは自分の両手の手の平を見る。,ベアトは自分の両手の手の平を見る。,Беато посмотрела на ладони своих рук.,Beato olhou as palmas de ambas as suas mãos.,贝阿朵望着自己双手的手掌。,貝阿朵望著自己雙手的手掌。,Beato spostò lo sguardo sui palmi delle sue mani.,Beato looked at the palms of both of her hands.,Beato miró las palmas de sus manos.,ﻧﻈﺮﺕ ﺑﻴـﺎﺗﻮ ﺇﻟﻰ ﺑﺎﻃﻦ ﻛﻔﻴّﻬﺎ.,Beato looked at the palms of both of her hands.,Beato looked at the palms of both of her hands.,Beato looked at the palms of both of her hands.
,...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.,...She had handed over most of her once-surging magical power when the new witch succeeded the name of the Endless Witch. ,"...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.",…かつての迸るような魔力は、無限の魔女の名を新しき魔女に継承した時に、ほとんどを受け渡してしまった。,…かつての迸るような魔力は、無限の魔女の名を新しき魔女に継承した時に、ほとんどを受け渡してしまった。,"...Она передала большую часть своей могучей магической силы, когда новая ведьма получила титул Ведьмы Бесконечности.",...Ela tinha entregue a maior parte do seu potencial mágico quando a nova bruxa tinha herdado o nome da Bruxa do Infinito.,…曾经汹涌澎湃的魔力，已在将无限魔女之名传予新魔女之时，交付殆尽。,…曾經洶涌澎湃的魔力，已在將無限魔女之名傳予新魔女之時，交付殆盡。,... Aveva dato via gran parte del suo incredibile potere magico quando la nuova strega aveva ottenuto il titolo di Strega dell'Infinito.,...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.,... Ella había entregado la mayor parte de su poder mágico previamente cuando la nueva bruja fue nombrada Bruja Interminable.,"...ﺍﻟﻘﻮﺓ ﺍﻟﺴﺤﺮﻳﺔ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﻨﺒﻌﺚ ﻣﻨﻬﺎ ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻗﺪ ﺍﻧﺘﻘﻞ ﻣﻌﻈﻤﻬﺎ ﺇﻟﻰ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺠﺪﻳﺪﺓ ﺍﻟﺘﻲ ﻭﺭﺛﺖ ﻟﻘﺐ ""ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ"".",...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.,...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.,...She had handed over most of her previously surging magic power when the new witch had succeeded the name of Endless Witch.
,"Of course, even now her magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength.","Of course, her current power still made her worthy of being called a witch, ...but it could not begin to compare to her previous strength. "," Of course, her current magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength.",もちろん、今だって魔女の名に相応しい魔力を持ってはいるが、…それはだいぶ見劣るものだった。,もちろん、今だって魔女の名に相応しい魔力を持ってはいるが、…それはだいぶ見劣るものだった。,"Разумеется, её оставшаяся магическая сила всё ещё позволяла ей гордо называть себя ведьмой, но даже это не шло ни в какое сравнение с её предыдущей силой.","É claro, mesmo agora o poder mágico dela ainda a tornava digna de ser chamada de bruxa, ...mas ele nem se comparava à sua força anterior.",当然，现在也是具有着配得上魔女之名的魔力的，…但这比以前要差得多。,當然，現在也是具有著配得上魔女之名的魔力的，…但這比以前要差得多。,"Certo, il suo potere attuale la rendeva ancora degna di dirsi una strega... ma non si poteva nemmeno comparare alla forza che aveva posseduto.","Of course, even now her magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength.","Por supuesto, su poder mágico actual todavía la hacía digna de ser llamada bruja, pero no era comparable a su poder anterior.",ﺑﺎﻟﻄﺒﻊ، ﻣﺎ ﺯﺍﻟﺖ ﺗُﻌﺘﺒﺮ ﺳﺎﺣﺮﺓ ﺑﻘﻮﺗﻬﺎ ﺍﻟﺤﺎﻟﻴﺔ، ...ﻟﻜﻨّﻬﺎ ﻻ ﺗﻘﺎﺭﻥ ﺃﺑﺪًﺍ ﺑﻘﻮﺗﻬﺎ ﺍﻟﺴﺎﺑﻘﺔ.,"Of course, even now her magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength.","Of course, even now her magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength.","Of course, even now her magic power still made her worthy of being called a witch, ...but it did not even compare to her previous strength."
{f:5:Beatrice},"""......Hmph. Even without the Endless Magic, I am a Great Witch whose name has thundered through a thousand years. Reviving the dead is no trouble at all.""","""...Hmm. Even without the Endless Magic, I am a Great Witch whose name has been thundered for a thousand years. Reviving the dead will be no trouble at all."" ","""......Hmm. Even without the Endless Magic, I am a Great Witch whose name has been thundered for a thousand years. Reviving the dead is no trouble at all.""",「……ふん。無限の魔法などなくとも、妾は千年に名を轟かす大魔女であるぞ。死者を蘇らすなど、造作もないことよ。」,「……ふん。無限の魔法などなくとも、妾は千年に名を轟かす大魔女であるぞ。死者を蘇らすなど、造作もないことよ」,"""......Хм‐м. Даже перестав быть Ведьмой Бесконечности, я всё ещё Великая Ведьма, чьё имя гремело в течение тысячи лет. С возрождением мёртвых у меня никогда не было проблем.""","""......Hmph. Mesmo sem a Magia do Infinito, sou uma Grande Bruxa cujo nome trovejou por mil anos. Reviver os mortos não é problema nenhum.""",「……哼。即便没有无限之魔法，妾身也是个名震千年的大魔女。复生死者，不过小事一桩。」,「……哼。即便沒有無限之魔法，妾身也是個名震千年的大魔女。復生死者，不過小事一樁。」,"""... Hmm. Pur senza la Magia Infinita, sono una Grande Strega il cui nome è risuonato come tuono per mille anni. Resuscitare i defunti non è affatto difficile.""","""......Hmph. Even without the Endless Magic, I am a Great Witch whose name has thundered through a thousand years. Reviving the dead is no trouble at all.""","""... Hmph. Incluso sin la Magia Interminable, soy una gran bruja cuyo nombre ha sido aclamado durante mil años. Revivir a los muertos no es problema para mí.""","""......ﻫﻤﻒ. ﺣﺘﻰ ﻟﻮ ﻛﻨﺖُ ﻻ ﺃﻣﻠﻚ ﺳﺤﺮ ﺍﻷﺯﻝ، ﻓﺄﻧﺎ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﻌﻈﻴﻤﺔ ﺍﻟﺘﻲ ﺻﺪﺡ ﺍﺳﻤﻬﺎ ﻷﻟﻒ ﻋﺎﻡ. ﺑﺎﻟﻄﺒﻊ ﻟﻦ ﻳﺼﻌﺐ ﻋﻠﻲّ ﺑﻌﺚ ﺍﻟﻤﻮﺗﻰ.""","""......Hmph. Even without the Endless Magic, I am a Great Witch whose name has thundered through a thousand years. Reviving the dead is no trouble at all.""","""......Hmph. Even without the Endless Magic, I am a Great Witch whose name has thundered through a thousand years. Reviving the dead is no trouble at all.""","""......Hmph. Even without the Endless Magic, I am a Great Witch whose name has thundered through a thousand years. Reviving the dead is no trouble at all."""
,"Inside her head, she thought about several magical methods for reviving the dead.","Inside her head, she thought about several magical steps she could take to revive the dead. ","Inside her head, she thought about several magical steps she could take to revive the dead.",頭の中で、死者を蘇らすいくつかの魔法的手段を思案する。,頭の中で、死者を蘇らすいくつかの魔法的手段を思案する。,"В своей голове она продумывала несколько магических ходов, при помощи которых могла бы оживить мёртвых.","Dentro de sua cabeça, ela pensou em diversos métodos mágicos para reviver os mortos.",她的脑中思量起了好几种复生死者的魔法方法。,她的腦中思量起了好幾種復生死者的魔法方法。,"Nella sua mente, considerò diversi metodi magici che avrebbe potuto utilizzare per riportare in vita i morti.","Inside her head, she thought about several magical methods for reviving the dead.","En su cabeza, pensó distintos medios mágicos que podría usar para revivir a los muertos.",ﻛﺎﻧﺖ ﺍﻷﻓﻜﺎﺭ ﺗﺪﻭﺭ ﻓﻲ ﻋﻘﻠّﻬﺎ ﻓﻲ ﻣﺤﺎﻭﻟﺔٍ ﻣﻨﻬﺎ ﻹﻳﺠﺎﺩ ﻋﺪﺓ ﺃﺳﺎﻟﻴﺐ ﺳﺤﺮﻳﺔ ﺗُﻤﻜﻨّﻬﺎ ﻣﻦ ﺇﺣﻴﺎﺀ ﺍﻟﻤﻮﺗﻰ.,"Inside her head, she thought about several magical methods for reviving the dead.","Inside her head, she thought about several magical methods for reviving the dead.","Inside her head, she thought about several magical methods for reviving the dead."
,......Even magic that she could do easily in the past would be difficult with her current magic power.,...Even magic that should have been easy in the past would be difficult with her current power. ,"......Even magic that should have been easy in the past would be difficult with her current magic power.",……かつては容易に出来たはずの魔法も、今の魔力では難しくなっている。,……かつては容易に出来たはずの魔法も、今の魔力では難しくなっている。,"......Даже магия, раньше с лёгкостью удававшаяся ей, теперь вызывала трудности с её текущим уровнем магической силы.",......Até magias que ela conseguia fazer facilmente no passado seriam difíceis com seu poder mágico atual.,……然而，曾经能轻易使出的魔法，以现今的魔力就难以做到了。,……然而，曾經能輕易使出的魔法，以現今的魔力就難以做到了。,... Anche magie che in passato erano state semplici sarebbero state complicate col potere di cui disponeva adesso.,......Even magic that she could do easily in the past would be difficult with her current magic power.,... Incluso la magia que debía haber sido fácil en el pasado sería difícil con su poder mágico actual.,......ﻻ ﺑﺪّ ﻭﺃﻥ ﺍﻟﺴﺤﺮ ﺍﻟﺬﻱ ﻛﺎﻥ ﺳﻬﻼً ﻋﻠﻴﻬﺎ ﻓﻲ ﺍﻟﺴﺎﺑﻖ ﺳﻴﻜﻮﻥ ﺻﻌﺒًﺎ ﻣﻊ ﻗﻮﺗﻬﺎ ﺍﻟﺤﺎﻟﻴﺔ.,......Even magic that she could do easily in the past would be difficult with her current magic power.,......Even magic that she could do easily in the past would be difficult with her current magic power.,......Even magic that she could do easily in the past would be difficult with her current magic power.
,"She thought of something, then clicked her tongue, and repeated this several times.","She thought of something, then clicked her tongue, then did so again, over and over. "," She thought of something, then clicked her tongue, and repeated this several times.",思いついては舌を打つ、を数度繰り返す。,思いついては舌を打つ、を数度繰り返す。,"Она что‐то задумала, затем щёлкнула языком и повторила это несколько раз.","Ela pensava em algo, então estalava sua língua, e repetia isto diversas vezes.",这也行不通那也行不通，连着咂了好几次嘴。,這也行不通那也行不通，連著咂了好幾次嘴。,"Ebbe un'idea, poi schioccò la lingua, e ripeté queste azioni svariate volte.","She thought of something, then clicked her tongue, and repeated this several times.","Pensó en algo, y luego chasqueó su lengua, y repitió esto varias veces.",ﻛﺎﻧﺖ ﺗﺘﻮﺻﻞ ﻟﻔﻜﺮﺓ، ﺛﻢ ﺗﺸﻬﻖ ﺑﺈﺣﺒﺎﻁ ﻭﺗﻌﺾ ﻟﺴﺎﻧﻬﺎ، ﻭﻛﺮﺭﺕ ﺫﻟﻚ ﻋﺪﺓ ﻣﺮﺍﺕ.,"She thought of something, then clicked her tongue, and repeated this several times.","She thought of something, then clicked her tongue, and repeated this several times.","She thought of something, then clicked her tongue, and repeated this several times."
,"In the end, ......she finally thought of a single spell.","In the end, ...she finally thought of a single spell. "," In the end, ......she finally thought of a single magic.",その末、……ようやく、ひとつの魔法を思いつく。,その末、……ようやく、ひとつの魔法を思いつく。,В итоге... Ей на ум наконец пришла одна магия.,"Por fim, ......ela finalmente pensou em um único feitiço.",在最后，……总算是想到了一个魔法。,在最後，……總算是想到了一個魔法。,Infine... si ricordò di un certo incantesimo.,"In the end, ......she finally thought of a single spell.",Al final... pensó en una magia particular finalmente.,ﻭﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ... ﺧﻄﺮ ﺑﺒﺎﻟﻬﺎ ﺗﻌﻮﻳﺬﺓ ﻭﺍﺣﺪﺓ.,"In the end, ......she finally thought of a single spell.","In the end, ......she finally thought of a single spell.","In the end, ......she finally thought of a single spell."
,"But that was a spell that she couldn't use by herself.{n}It was a spell that witches with weak power used, that relied on the aid of others.","But that was a spell that she couldn't use by herself. It was a spell that witches with weak power used, one that relied on the aid of others. "," But that was a magic that she couldn't use by herself. It was a magic that witches with weak power used, that relied on the aid of others.",しかしそれは、彼女ひとりでは使えない魔法。力の弱い魔女が使う、他者の助けを借りる魔法だ。,しかしそれは、彼女ひとりでは使えない魔法。{n}力の弱い魔女が使う、他者の助けを借りる魔法だ。,"Но это была магия, использовать которую одной ей было не под силу.{n}То была магия, которую ведьмы с ограниченной магической силой могли использовать лишь прибегая к помощи других.","Mas esse era um feitiço que ela não conseguia usar por conta própria.{n}Era um feitiço que bruxas com poder fraco usavam, que confiava no auxílio de outros.",不过，这是个无法由她独自使出的魔法。{n}这是弱小的魔女使用的，需要借助他人帮助的魔法,不過，這是個無法由她獨自使出的魔法。{n}這是弱小的魔女使用的，需要借助他人幫助的魔法,"Ma si trattava di una magia che non poteva esercitare da sola. Era una magia che veniva usata da streghe poco potenti, che si affidava all'aiuto altrui.","But that was a spell that she couldn't use by herself.{n}It was a spell that witches with weak power used, that relied on the aid of others.","Pero era una magia que no podía utilizar por sí misma.{n}Era una magia que usaban las brujas con poder débil, que dependía de la ayuda de los demás.",ﻟﻜﻨﻬﺎ ﻛﺎﻧﺖ ﺗﻌﻮﻳﺬﺓ ﻻ ﻳﻤﻜﻨﻬﺎ ﺗﻨﻔﻴﺬﻫﺎ ﺑﻤﻔﺮﺩﻫﺎ.{n}...ﺇﻧﻪ ﺳﺤﺮ ﻳﺘﻄﻠﺐ ﻣﻌﻮﻧﺔ ﻣﻦ ﺍﻵﺧﺮﻳﻦ، ﻳﻨﺎﺳﺐ ﺍﻟﺴﺎﺣﺮﺍﺕ ﺿﻌﻴﻔﺎﺕ ﺍﻟﻘﻮﺓ.,"But that was a spell that she couldn't use by herself.{n}It was a spell that witches with weak power used, that relied on the aid of others.","But that was a spell that she couldn't use by herself.{n}It was a spell that witches with weak power used, that relied on the aid of others.","But that was a spell that she couldn't use by herself.{n}It was a spell that witches with weak power used, that relied on the aid of others."
,"...In the past, Beato had looked down upon that type of magic.","...In the past, Beato had looked down upon that type of magic. ","...In the past, Beato had looked down upon that type of magic.",…かつて、ベアトはそういう類の魔法を見下していた。,…かつて、ベアトはそういう類の魔法を見下していた。,...В прошлом Беато не воспринимала эту магию всерьёз.,"...No passado, Beato tinha menosprezado esse tipo de magia.",…贝阿朵以前很藐视此类魔法。,…貝阿朵以前很藐視此類魔法。,"... In passato, Beato aveva disdegnato quel tipo di magia.","...In the past, Beato had looked down upon that type of magic.","... En el pasado, Beato había despreciado este tipo de magia.",...ﻛﺎﻧﺖ ﺑﻴـﺎﺗﻮ ﻓﻲ ﺍﻟﻤﺎﺿﻲ ﺗﻨﻈﺮ ﺑﺎﺯﺩﺭﺍﺀ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﻨﻮﻉ ﻣﻦ ﺍﻟﺴﺤﺮ.,"...In the past, Beato had looked down upon that type of magic.","...In the past, Beato had looked down upon that type of magic.","...In the past, Beato had looked down upon that type of magic."
